% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Bigrams

@RELATION Gender_Bigrams

@ATTRIBUTE Bigrams_Male  NUMERIC
@ATTRIBUTE Bigrams_Female  NUMERIC
@ATTRIBUTE Bigrams  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
49.0,0.0,nt,Male
134.0,53.0,al,Male
66.0,10.0,il,Male
118.0,11.0,th,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
66.0,10.0,il,Male
9.0,14.0,um,Male
36.0,0.0,ev,Male
22.0,41.0,li,Male
39.0,3.0,hu,Male
253.0,29.0,ar,Male
39.0,3.0,hu,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
253.0,29.0,ar,Male
118.0,11.0,th,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
34.0,111.0,ni,Male
113.0,9.0,it,Male
76.0,4.0,aj,Male
14.0,19.0,va,Male
66.0,10.0,il,Male
18.0,0.0,bh,Male
323.0,28.0,sh,Male
113.0,9.0,it,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
87.0,29.0,in,Male
421.0,62.0,an,Male
26.0,129.0,ta,Male
253.0,29.0,ar,Male
118.0,11.0,th,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
49.0,0.0,nt,Male
253.0,29.0,ar,Male
118.0,11.0,th,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
72.0,10.0,as,Male
110.0,36.0,am,Male
72.0,136.0,ya,Male
112.0,6.0,ir,Male
112.0,6.0,ir,Male
98.0,159.0,ra,Male
35.0,47.0,ri,Male
134.0,53.0,al,Male
22.0,41.0,li,Male
73.0,13.0,er,Male
3.0,0.0,dr,Male
110.0,36.0,am,Male
23.0,0.0,ng,Male
72.0,10.0,as,Male
5.0,0.0,ip,Male
17.0,0.0,dh,Male
110.0,36.0,am,Male
96.0,612.0,ah,Male
98.0,159.0,ra,Male
38.0,6.0,et,Male
112.0,6.0,ir,Male
113.0,9.0,it,Male
9.0,1.0,ai,Male
20.0,92.0,ma,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
53.0,3.0,ay,Male
21.0,0.0,ep,Male
26.0,129.0,ta,Male
31.0,168.0,ha,Male
14.0,19.0,va,Male
253.0,29.0,ar,Male
23.0,0.0,ng,Male
39.0,3.0,hu,Male
72.0,10.0,as,Male
134.0,53.0,al,Male
421.0,62.0,an,Male
53.0,3.0,ay,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
49.0,0.0,nt,Male
253.0,29.0,ar,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
253.0,29.0,ar,Male
66.0,10.0,il,Male
76.0,4.0,aj,Male
15.0,0.0,iv,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
72.0,136.0,ya,Male
36.0,0.0,ev,Male
49.0,0.0,nt,Male
323.0,28.0,sh,Male
39.0,3.0,hu,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
17.0,0.0,dh,Male
56.0,65.0,en,Male
49.0,0.0,nt,Male
66.0,10.0,il,Male
59.0,5.0,im,Male
9.0,1.0,ut,Male
113.0,9.0,it,Male
8.0,1.0,tu,Male
118.0,11.0,th,Male
26.0,129.0,ta,Male
18.0,4.0,un,Male
87.0,29.0,in,Male
118.0,11.0,th,Male
46.0,0.0,ik,Male
76.0,4.0,aj,Male
37.0,258.0,na,Male
31.0,87.0,ti,Male
39.0,3.0,hu,Male
118.0,11.0,th,Male
10.0,15.0,mi,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
66.0,10.0,il,Male
76.0,4.0,aj,Male
113.0,9.0,it,Male
6.0,0.0,up,Male
46.0,0.0,ik,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
10.0,96.0,ka,Male
25.0,8.0,on,Male
9.0,14.0,um,Male
18.0,4.0,un,Male
31.0,168.0,ha,Male
76.0,4.0,aj,Male
10.0,42.0,sa,Male
31.0,168.0,ha,Male
45.0,10.0,ak,Male
48.0,18.0,el,Male
8.0,1.0,tu,Male
12.0,0.0,nk,Male
87.0,29.0,in,Male
323.0,28.0,sh,Male
11.0,115.0,la,Male
323.0,28.0,sh,Male
37.0,258.0,na,Male
37.0,258.0,na,Male
45.0,10.0,ak,Male
31.0,0.0,av,Male
53.0,3.0,ay,Male
323.0,28.0,sh,Male
53.0,3.0,ay,Male
323.0,28.0,sh,Male
112.0,6.0,ir,Male
421.0,62.0,an,Male
72.0,10.0,as,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
76.0,4.0,aj,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
45.0,10.0,ak,Male
253.0,29.0,ar,Male
118.0,11.0,th,Male
323.0,28.0,sh,Male
421.0,62.0,an,Male
23.0,0.0,ng,Male
34.0,111.0,ni,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
323.0,28.0,sh,Male
10.0,5.0,ru,Male
18.0,4.0,un,Male
86.0,35.0,at,Male
76.0,4.0,aj,Male
14.0,19.0,va,Male
72.0,136.0,ya,Male
46.0,0.0,ik,Male
323.0,28.0,sh,Male
118.0,11.0,th,Male
1.0,1.0,ej,Male
72.0,10.0,as,Male
31.0,63.0,hi,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
66.0,10.0,il,Male
45.0,10.0,ak,Male
87.0,29.0,in,Male
30.0,2.0,nd,Male
253.0,29.0,ar,Male
88.0,8.0,ad,Male
11.0,115.0,la,Male
8.0,1.0,tu,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
45.0,10.0,ak,Male
36.0,0.0,ev,Male
421.0,62.0,an,Male
35.0,47.0,ri,Male
72.0,136.0,ya,Male
134.0,53.0,al,Male
53.0,3.0,ay,Male
421.0,62.0,an,Male
7.0,0.0,ok,Male
118.0,11.0,th,Male
30.0,2.0,nd,Male
323.0,28.0,sh,Male
421.0,62.0,an,Male
31.0,87.0,ti,Male
18.0,0.0,bh,Male
421.0,62.0,an,Male
113.0,9.0,it,Male
35.0,47.0,ri,Male
13.0,2.0,nu,Male
253.0,29.0,ar,Male
35.0,6.0,ul,Male
12.0,0.0,nk,Male
87.0,29.0,in,Male
110.0,36.0,am,Male
10.0,96.0,ka,Male
72.0,10.0,as,Male
9.0,61.0,da,Male
118.0,11.0,th,Male
253.0,29.0,ar,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
323.0,28.0,sh,Male
16.0,0.0,ag,Male
253.0,29.0,ar,Male
72.0,136.0,ya,Male
37.0,258.0,na,Male
86.0,35.0,at,Male
36.0,0.0,ev,Male
113.0,9.0,it,Male
49.0,0.0,nt,Male
31.0,63.0,hi,Male
20.0,11.0,is,Male
323.0,28.0,sh,Male
53.0,3.0,ay,Male
421.0,62.0,an,Male
134.0,53.0,al,Male
31.0,0.0,av,Male
5.0,0.0,ip,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
421.0,62.0,an,Male
118.0,11.0,th,Male
21.0,0.0,ep,Male
113.0,9.0,it,Male
118.0,11.0,th,Male
15.0,3.0,du,Male
31.0,87.0,ti,Male
76.0,4.0,aj,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
86.0,35.0,at,Male
323.0,28.0,sh,Male
72.0,10.0,as,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
53.0,3.0,ay,Male
134.0,53.0,al,Male
134.0,53.0,al,Male
72.0,10.0,as,Male
72.0,10.0,as,Male
3.0,1.0,uk,Male
98.0,159.0,ra,Male
49.0,0.0,nt,Male
30.0,2.0,nd,Male
23.0,0.0,ng,Male
421.0,62.0,an,Male
40.0,5.0,ed,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
323.0,28.0,sh,Male
18.0,0.0,bh,Male
323.0,28.0,sh,Male
35.0,6.0,ul,Male
39.0,3.0,hu,Male
56.0,65.0,en,Male
98.0,159.0,ra,Male
134.0,53.0,al,Male
72.0,10.0,as,Male
31.0,0.0,av,Male
323.0,28.0,sh,Male
34.0,111.0,ni,Male
31.0,168.0,ha,Male
72.0,136.0,ya,Male
53.0,3.0,ay,Male
23.0,0.0,ng,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
2.0,0.0,gu,Male
31.0,87.0,ti,Male
87.0,29.0,in,Male
323.0,28.0,sh,Male
72.0,136.0,ya,Male
323.0,28.0,sh,Male
134.0,53.0,al,Male
323.0,28.0,sh,Male
110.0,36.0,am,Male
323.0,28.0,sh,Male
10.0,96.0,ka,Male
253.0,29.0,ar,Male
45.0,10.0,ak,Male
421.0,62.0,an,Male
87.0,29.0,in,Male
31.0,87.0,ti,Male
87.0,29.0,in,Male
323.0,28.0,sh,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
87.0,29.0,in,Male
31.0,0.0,av,Male
1.0,4.0,yi,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
118.0,11.0,th,Male
87.0,29.0,in,Male
76.0,4.0,aj,Male
7.0,27.0,ja,Male
86.0,35.0,at,Male
72.0,136.0,ya,Male
421.0,62.0,an,Male
34.0,111.0,ni,Male
98.0,159.0,ra,Male
253.0,29.0,ar,Male
3.0,0.0,st,Male
113.0,9.0,it,Male
31.0,168.0,ha,Male
34.0,111.0,ni,Male
87.0,29.0,in,Male
10.0,1.0,uj,Male
18.0,0.0,bh,Male
31.0,168.0,ha,Male
3.0,5.0,ki,Male
20.0,92.0,ma,Male
36.0,0.0,ev,Male
421.0,62.0,an,Male
88.0,8.0,ad,Male
36.0,0.0,ev,Male
87.0,29.0,in,Male
421.0,62.0,an,Male
5.0,2.0,ij,Male
17.0,0.0,dh,Male
118.0,11.0,th,Male
76.0,4.0,aj,Male
323.0,28.0,sh,Male
72.0,136.0,ya,Male
253.0,29.0,ar,Male
88.0,8.0,ad,Male
76.0,4.0,aj,Male
37.0,258.0,na,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
87.0,29.0,in,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
72.0,136.0,ya,Male
72.0,10.0,as,Male
18.0,4.0,un,Male
323.0,28.0,sh,Male
49.0,0.0,nt,Male
31.0,0.0,av,Male
14.0,19.0,va,Male
76.0,4.0,aj,Male
6.0,27.0,vi,Male
6.0,0.0,su,Male
36.0,0.0,ev,Male
421.0,62.0,an,Male
86.0,35.0,at,Male
31.0,87.0,ti,Male
24.0,6.0,ur,Male
4.0,0.0,op,Male
76.0,4.0,aj,Male
10.0,42.0,sa,Male
134.0,53.0,al,Male
134.0,53.0,al,Male
87.0,29.0,in,Male
12.0,0.0,yu,Male
86.0,35.0,at,Male
18.0,4.0,un,Male
30.0,2.0,nd,Male
72.0,136.0,ya,Male
40.0,5.0,ed,Male
421.0,62.0,an,Male
23.0,0.0,ng,Male
49.0,0.0,nt,Male
118.0,11.0,th,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
118.0,11.0,th,Male
73.0,13.0,er,Male
98.0,159.0,ra,Male
98.0,159.0,ra,Male
98.0,159.0,ra,Male
421.0,62.0,an,Male
112.0,6.0,ir,Male
86.0,35.0,at,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
72.0,10.0,as,Male
6.0,0.0,su,Male
19.0,7.0,or,Male
39.0,3.0,hu,Male
86.0,35.0,at,Male
13.0,2.0,nu,Male
9.0,1.0,ut,Male
17.0,0.0,dh,Male
421.0,62.0,an,Male
10.0,5.0,ru,Male
323.0,28.0,sh,Male
3.0,0.0,rd,Male
253.0,29.0,ar,Male
5.0,0.0,ip,Male
113.0,9.0,it,Male
72.0,10.0,as,Male
24.0,6.0,ur,Male
421.0,62.0,an,Male
110.0,36.0,am,Male
421.0,62.0,an,Male
253.0,29.0,ar,Male
72.0,136.0,ya,Male
253.0,29.0,ar,Male
9.0,1.0,ut,Male
113.0,9.0,it,Male
323.0,28.0,sh,Male
96.0,612.0,ah,Male
421.0,62.0,an,Male
23.0,0.0,ng,Male
35.0,47.0,ri,Male
53.0,3.0,ay,Male
49.0,0.0,nt,Male
37.0,258.0,na,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
8.0,1.0,tu,Male
134.0,53.0,al,Male
421.0,62.0,an,Male
72.0,10.0,as,Male
2.0,0.0,rn,Male
110.0,36.0,am,Male
72.0,136.0,ya,Male
98.0,159.0,ra,Male
87.0,29.0,in,Male
49.0,0.0,nt,Male
253.0,29.0,ar,Male
118.0,11.0,th,Male
72.0,10.0,as,Male
113.0,9.0,it,Male
134.0,53.0,al,Male
72.0,136.0,ya,Male
34.0,111.0,ni,Male
323.0,28.0,sh,Male
17.0,0.0,dh,Male
3.0,0.0,st,Male
53.0,3.0,ay,Male
45.0,10.0,ak,Male
38.0,6.0,et,Male
118.0,11.0,th,Male
323.0,28.0,sh,Male
66.0,10.0,il,Male
24.0,6.0,ur,Male
421.0,62.0,an,Male
14.0,0.0,od,Male
1.0,2.0,oo,Male
421.0,62.0,an,Male
113.0,9.0,it,Male
87.0,29.0,in,Male
35.0,47.0,ri,Male
31.0,0.0,av,Male
35.0,6.0,ul,Male
112.0,6.0,ir,Male
98.0,159.0,ra,Male
76.0,4.0,aj,Male
118.0,11.0,th,Male
37.0,258.0,na,Male
86.0,35.0,at,Male
13.0,2.0,nu,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
253.0,29.0,ar,Male
72.0,10.0,as,Male
31.0,63.0,hi,Male
421.0,62.0,an,Male
4.0,0.0,ch,Male
323.0,28.0,sh,Male
7.0,1.0,kh,Male
134.0,53.0,al,Male
323.0,28.0,sh,Male
110.0,36.0,am,Male
49.0,0.0,nt,Male
45.0,10.0,ak,Male
421.0,62.0,an,Male
323.0,28.0,sh,Male
2.0,1.0,pu,Male
13.0,2.0,nu,Male
36.0,0.0,ev,Male
16.0,0.0,tt,Male
421.0,62.0,an,Male
16.0,0.0,ag,Male
8.0,1.0,tu,Male
72.0,10.0,as,Male
113.0,9.0,it,Male
20.0,92.0,ma,Male
421.0,62.0,an,Male
253.0,29.0,ar,Male
98.0,159.0,ra,Male
118.0,11.0,th,Male
253.0,29.0,ar,Male
72.0,10.0,as,Male
20.0,92.0,ma,Male
26.0,129.0,ta,Male
113.0,9.0,it,Male
421.0,62.0,an,Male
12.0,0.0,yu,Male
118.0,11.0,th,Male
53.0,3.0,ay,Male
72.0,136.0,ya,Male
11.0,115.0,la,Male
118.0,11.0,th,Male
323.0,28.0,sh,Male
134.0,53.0,al,Male
323.0,28.0,sh,Male
20.0,92.0,ma,Male
10.0,2.0,ek,Male
30.0,2.0,nd,Male
17.0,0.0,dh,Male
26.0,129.0,ta,Male
134.0,53.0,al,Male
323.0,28.0,sh,Male
2.0,0.0,re,Male
421.0,62.0,an,Male
76.0,4.0,aj,Male
323.0,28.0,sh,Male
10.0,42.0,sa,Male
16.0,0.0,ag,Male
421.0,62.0,an,Male
421.0,62.0,an,Male
31.0,87.0,ti,Male
30.0,11.0,ab,Male
18.0,0.0,bh,Male
45.0,10.0,ak,Male
12.0,0.0,nk,Male
34.0,111.0,ni,Male
421.0,62.0,an,Male
72.0,10.0,as,Male
5.0,2.0,om,Male
421.0,62.0,an,Male
36.0,0.0,ev,Male
323.0,28.0,sh,Male
421.0,62.0,an,Male
10.0,96.0,ka,Male
31.0,0.0,av,Male
98.0,159.0,ra,Male
30.0,2.0,nd,Male
118.0,11.0,th,Male
76.0,4.0,aj,Male
112.0,6.0,ir,Male
37.0,258.0,na,Male
323.0,28.0,sh,Male
76.0,4.0,aj,Male
86.0,35.0,at,Male
253.0,29.0,ar,Male
6.0,0.0,up,Male
323.0,28.0,sh,Male
66.0,10.0,il,Male
113.0,9.0,it,Male
112.0,6.0,ir,Male
323.0,28.0,sh,Male
72.0,10.0,as,Male
36.0,0.0,ev,Male
421.0,62.0,an,Male
253.0,29.0,ar,Male
421.0,62.0,an,Male
134.0,53.0,al,Male
49.0,0.0,nt,Male
118.0,11.0,th,Male
421.0,62.0,an,Male
87.0,29.0,in,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
323.0,28.0,sh,Male
31.0,87.0,ti,Male
87.0,29.0,in,Male
39.0,3.0,hu,Male
72.0,10.0,as,Male
98.0,159.0,ra,Male
323.0,28.0,sh,Male
1.0,10.0,gi,Male
113.0,9.0,it,Male
113.0,9.0,it,Male
112.0,6.0,ir,Male
112.0,6.0,ir,Male
76.0,4.0,aj,Male
253.0,29.0,ar,Male
12.0,0.0,nk,Male
323.0,28.0,sh,Male
98.0,159.0,ra,Female
10.0,96.0,ka,Female
31.0,63.0,hi,Female
72.0,136.0,ya,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
11.0,115.0,la,Female
10.0,96.0,ka,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
10.0,96.0,ka,Female
72.0,136.0,ya,Female
31.0,168.0,ha,Female
34.0,111.0,ni,Female
72.0,136.0,ya,Female
3.0,24.0,aa,Female
26.0,129.0,ta,Female
11.0,115.0,la,Female
31.0,87.0,ti,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
31.0,168.0,ha,Female
10.0,96.0,ka,Female
37.0,258.0,na,Female
2.0,29.0,ba,Female
73.0,13.0,er,Female
10.0,96.0,ka,Female
7.0,27.0,ja,Female
26.0,129.0,ta,Female
11.0,115.0,la,Female
34.0,111.0,ni,Female
22.0,41.0,li,Female
10.0,96.0,ka,Female
22.0,41.0,li,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
72.0,136.0,ya,Female
26.0,129.0,ta,Female
10.0,96.0,ka,Female
14.0,5.0,di,Female
34.0,111.0,ni,Female
72.0,136.0,ya,Female
72.0,136.0,ya,Female
134.0,53.0,al,Female
37.0,258.0,na,Female
3.0,24.0,aa,Female
10.0,96.0,ka,Female
20.0,15.0,ee,Female
10.0,96.0,ka,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
3.0,24.0,aa,Female
10.0,96.0,ka,Female
26.0,129.0,ta,Female
22.0,41.0,li,Female
37.0,258.0,na,Female
3.0,2.0,ju,Female
20.0,15.0,ee,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
10.0,96.0,ka,Female
39.0,3.0,hu,Female
11.0,115.0,la,Female
98.0,159.0,ra,Female
31.0,168.0,ha,Female
72.0,136.0,ya,Female
7.0,27.0,ja,Female
10.0,96.0,ka,Female
31.0,87.0,ti,Female
2.0,10.0,pa,Female
20.0,92.0,ma,Female
72.0,136.0,ya,Female
98.0,159.0,ra,Female
31.0,168.0,ha,Female
10.0,96.0,ka,Female
31.0,168.0,ha,Female
10.0,96.0,ka,Female
35.0,47.0,ri,Female
72.0,136.0,ya,Female
6.0,27.0,vi,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
31.0,168.0,ha,Female
98.0,159.0,ra,Female
14.0,19.0,va,Female
37.0,258.0,na,Female
31.0,87.0,ti,Female
31.0,168.0,ha,Female
421.0,62.0,an,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
26.0,129.0,ta,Female
1.0,90.0,ia,Female
10.0,5.0,ru,Female
37.0,258.0,na,Female
31.0,87.0,ti,Female
20.0,92.0,ma,Female
31.0,63.0,hi,Female
31.0,63.0,hi,Female
20.0,92.0,ma,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
3.0,24.0,aa,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
20.0,15.0,ee,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
1.0,4.0,yi,Female
31.0,63.0,hi,Female
34.0,111.0,ni,Female
31.0,87.0,ti,Female
10.0,96.0,ka,Female
31.0,63.0,hi,Female
31.0,168.0,ha,Female
11.0,115.0,la,Female
6.0,27.0,vi,Female
11.0,115.0,la,Female
31.0,63.0,hi,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
31.0,87.0,ti,Female
11.0,115.0,la,Female
31.0,63.0,hi,Female
10.0,15.0,mi,Female
20.0,15.0,ee,Female
6.0,27.0,vi,Female
31.0,87.0,ti,Female
34.0,111.0,ni,Female
72.0,136.0,ya,Female
31.0,87.0,ti,Female
6.0,27.0,vi,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
72.0,136.0,ya,Female
10.0,96.0,ka,Female
37.0,258.0,na,Female
134.0,53.0,al,Female
22.0,41.0,li,Female
15.0,3.0,du,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
9.0,61.0,da,Female
35.0,6.0,ul,Female
22.0,41.0,li,Female
22.0,41.0,li,Female
22.0,41.0,li,Female
2.0,10.0,pa,Female
134.0,53.0,al,Female
9.0,61.0,da,Female
34.0,111.0,ni,Female
10.0,96.0,ka,Female
11.0,115.0,la,Female
26.0,129.0,ta,Female
20.0,92.0,ma,Female
26.0,129.0,ta,Female
10.0,5.0,ru,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
6.0,27.0,vi,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
6.0,27.0,vi,Female
72.0,136.0,ya,Female
98.0,159.0,ra,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
31.0,87.0,ti,Female
34.0,111.0,ni,Female
421.0,62.0,an,Female
37.0,258.0,na,Female
26.0,129.0,ta,Female
31.0,168.0,ha,Female
72.0,136.0,ya,Female
26.0,129.0,ta,Female
3.0,24.0,aa,Female
2.0,10.0,pa,Female
22.0,41.0,li,Female
31.0,168.0,ha,Female
10.0,96.0,ka,Female
31.0,87.0,ti,Female
45.0,10.0,ak,Female
3.0,5.0,ki,Female
20.0,15.0,ee,Female
1.0,10.0,gi,Female
20.0,15.0,ee,Female
31.0,63.0,hi,Female
6.0,27.0,vi,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
35.0,47.0,ri,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
72.0,136.0,ya,Female
34.0,111.0,ni,Female
10.0,15.0,mi,Female
31.0,87.0,ti,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
35.0,47.0,ri,Female
31.0,87.0,ti,Female
2.0,1.0,pu,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
14.0,19.0,va,Female
72.0,136.0,ya,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
31.0,87.0,ti,Female
35.0,47.0,ri,Female
5.0,6.0,ga,Female
10.0,96.0,ka,Female
31.0,87.0,ti,Female
26.0,129.0,ta,Female
11.0,115.0,la,Female
31.0,63.0,hi,Female
37.0,258.0,na,Female
31.0,87.0,ti,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
66.0,10.0,il,Female
45.0,10.0,ak,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
31.0,168.0,ha,Female
1.0,90.0,ia,Female
3.0,5.0,ki,Female
34.0,111.0,ni,Female
98.0,159.0,ra,Female
5.0,6.0,ga,Female
1.0,10.0,gi,Female
1.0,10.0,gi,Female
20.0,92.0,ma,Female
98.0,159.0,ra,Female
35.0,47.0,ri,Female
10.0,96.0,ka,Female
10.0,15.0,mi,Female
35.0,47.0,ri,Female
37.0,258.0,na,Female
31.0,87.0,ti,Female
37.0,258.0,na,Female
7.0,27.0,ja,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
22.0,41.0,li,Female
10.0,96.0,ka,Female
35.0,47.0,ri,Female
31.0,87.0,ti,Female
10.0,96.0,ka,Female
1.0,10.0,gi,Female
421.0,62.0,an,Female
26.0,129.0,ta,Female
9.0,61.0,da,Female
26.0,129.0,ta,Female
10.0,42.0,sa,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
72.0,136.0,ya,Female
26.0,129.0,ta,Female
323.0,28.0,sh,Female
31.0,168.0,ha,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
73.0,13.0,er,Female
98.0,159.0,ra,Female
20.0,92.0,ma,Female
22.0,41.0,li,Female
5.0,6.0,ga,Female
1.0,10.0,gi,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
134.0,53.0,al,Female
72.0,136.0,ya,Female
72.0,136.0,ya,Female
11.0,115.0,la,Female
37.0,258.0,na,Female
98.0,159.0,ra,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
34.0,111.0,ni,Female
34.0,111.0,ni,Female
37.0,258.0,na,Female
15.0,3.0,du,Female
15.0,3.0,du,Female
7.0,27.0,ja,Female
7.0,27.0,ja,Female
11.0,115.0,la,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
31.0,63.0,hi,Female
31.0,168.0,ha,Female
10.0,42.0,sa,Female
26.0,129.0,ta,Female
98.0,159.0,ra,Female
110.0,36.0,am,Female
31.0,87.0,ti,Female
113.0,9.0,it,Female
31.0,168.0,ha,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
6.0,27.0,vi,Female
26.0,129.0,ta,Female
26.0,129.0,ta,Female
35.0,47.0,ri,Female
35.0,47.0,ri,Female
72.0,136.0,ya,Female
31.0,87.0,ti,Female
11.0,115.0,la,Female
31.0,87.0,ti,Female
6.0,27.0,vi,Female
7.0,27.0,ja,Female
34.0,111.0,ni,Female
37.0,258.0,na,Female
3.0,5.0,ki,Female
34.0,111.0,ni,Female
6.0,27.0,vi,Female
72.0,136.0,ya,Female
34.0,111.0,ni,Female
31.0,87.0,ti,Female
31.0,168.0,ha,Female
9.0,61.0,da,Female
35.0,47.0,ri,Female
31.0,168.0,ha,Female
26.0,129.0,ta,Female
37.0,258.0,na,Female
10.0,96.0,ka,Female
45.0,10.0,ak,Female
37.0,258.0,na,Female
48.0,18.0,el,Female
66.0,10.0,il,Female
10.0,42.0,sa,Female
26.0,129.0,ta,Female
10.0,96.0,ka,Female
26.0,129.0,ta,Female
31.0,63.0,hi,Female
1.0,4.0,ly,Female
31.0,87.0,ti,Female
10.0,96.0,ka,Female
37.0,258.0,na,Female
72.0,136.0,ya,Female
35.0,47.0,ri,Female
34.0,111.0,ni,Female
35.0,47.0,ri,Female
134.0,53.0,al,Female
3.0,5.0,ol,Female
22.0,41.0,li,Female
35.0,47.0,ri,Female
11.0,115.0,la,Female
31.0,87.0,ti,Female
22.0,41.0,li,Female
10.0,96.0,ka,Female
14.0,5.0,di,Female
20.0,15.0,ee,Female
37.0,258.0,na,Female
26.0,129.0,ta,Female
34.0,111.0,ni,Female
31.0,63.0,hi,Female
11.0,115.0,la,Female
31.0,63.0,hi,Female
10.0,96.0,ka,Female
34.0,111.0,ni,Female
37.0,258.0,na,Female
34.0,111.0,ni,Female
37.0,258.0,na,Female
10.0,96.0,ka,Female
72.0,136.0,ya,Female
45.0,10.0,ak,Female
72.0,136.0,ya,Female
421.0,62.0,an,Female
421.0,62.0,an,Female
31.0,63.0,hi,Female
10.0,96.0,ka,Female
10.0,96.0,ka,Female
26.0,129.0,ta,Female
31.0,87.0,ti,Female
72.0,136.0,ya,Female
11.0,115.0,la,Female
37.0,258.0,na,Female
20.0,92.0,ma,Female
37.0,258.0,na,Female
31.0,63.0,hi,Female
10.0,96.0,ka,Female
323.0,28.0,sh,Female
98.0,159.0,ra,Female
