% Indian_Name_Religion
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 11/08/15
% Python Generated ARFF file
%  
% Belief Model Type: Depth = 3
%
%

@RELATION Religion

@ATTRIBUTE Hinduism  NUMERIC
@ATTRIBUTE Islam  NUMERIC
@ATTRIBUTE Christianity  NUMERIC
@ATTRIBUTE class        {Hinduism,Islam,Christianity}

@DATA
6.5,2.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.0,0.0,0.0,Hinduism
7.0,0.0,0.0,Hinduism
36.0,36.5,2.0,Hinduism
1.0,0.0,0.0,Hinduism
11.5,3.0,0.5,Hinduism
20.0,13.5,1.0,Hinduism
10.5,2.5,0.0,Hinduism
15.0,15.5,0.5,Hinduism
7.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
3.5,1.0,0.0,Hinduism
12.0,9.0,0.5,Hinduism
3.5,1.0,0.0,Hinduism
10.5,5.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
10.0,15.5,1.0,Hinduism
3.0,0.0,0.0,Hinduism
6.5,3.0,1.5,Hinduism
32.0,64.5,8.5,Hinduism
3.5,7.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
13.5,21.5,2.0,Hinduism
36.0,25.5,2.0,Hinduism
0.5,0.0,0.0,Hinduism
16.0,21.5,0.5,Hinduism
7.5,10.5,0.0,Hinduism
8.5,5.5,0.0,Hinduism
17.5,16.5,2.0,Hinduism
27.5,22.5,2.0,Hinduism
0.0,0.0,0.0,Hinduism
10.0,3.5,0.5,Hinduism
6.5,4.5,0.5,Hinduism
5.0,0.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
25.0,30.0,3.0,Hinduism
19.5,42.0,4.0,Hinduism
58.0,79.5,10.5,Hinduism
0.0,0.0,0.0,Hinduism
35.5,29.0,2.5,Hinduism
3.0,1.5,0.0,Hinduism
5.0,1.0,0.0,Hinduism
4.5,4.0,0.0,Hinduism
61.5,55.0,7.5,Hinduism
23.5,6.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
5.5,0.0,0.0,Hinduism
38.5,54.0,4.5,Hinduism
19.0,29.0,3.5,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
5.5,4.0,0.5,Hinduism
1.0,0.0,0.5,Hinduism
1.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
37.5,31.0,3.5,Hinduism
7.5,8.0,0.5,Hinduism
11.5,6.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
8.5,10.0,0.0,Hinduism
4.5,19.0,0.5,Hinduism
6.0,28.5,0.5,Hinduism
19.0,20.0,3.0,Hinduism
4.5,0.5,0.0,Hinduism
25.5,9.0,0.5,Hinduism
19.0,6.0,0.0,Hinduism
11.0,15.5,0.0,Hinduism
26.0,38.5,1.5,Hinduism
5.0,2.5,0.0,Hinduism
40.0,51.0,3.0,Hinduism
1.5,17.0,0.0,Hinduism
27.0,56.5,3.0,Hinduism
40.5,34.5,4.0,Hinduism
9.5,14.5,0.5,Hinduism
15.5,13.5,0.5,Hinduism
1.5,5.0,0.0,Hinduism
5.0,4.0,0.0,Hinduism
17.0,7.0,0.0,Hinduism
6.5,2.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
4.0,4.5,0.0,Hinduism
3.5,0.0,0.0,Hinduism
4.5,0.5,0.0,Hinduism
19.0,17.5,2.0,Hinduism
0.0,0.0,0.0,Hinduism
22.0,19.0,2.0,Hinduism
8.0,7.0,0.5,Hinduism
5.0,3.0,0.0,Hinduism
2.0,2.5,0.0,Hinduism
16.0,12.0,0.5,Hinduism
36.0,19.5,3.5,Hinduism
46.0,29.0,5.0,Hinduism
38.5,22.5,4.0,Hinduism
43.5,26.5,4.5,Hinduism
4.5,0.0,0.0,Hinduism
12.5,5.0,0.5,Hinduism
41.5,21.5,4.0,Hinduism
5.0,0.0,0.0,Hinduism
5.0,1.0,0.0,Hinduism
8.5,0.5,0.0,Hinduism
10.0,4.0,0.5,Hinduism
6.0,4.5,0.0,Hinduism
1.0,0.5,0.0,Hinduism
7.5,0.0,0.0,Hinduism
4.0,2.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
29.5,21.0,2.0,Hinduism
15.5,2.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
13.5,3.0,1.0,Hinduism
3.5,0.0,0.0,Hinduism
3.0,0.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
9.0,3.5,1.0,Hinduism
1.0,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
6.5,1.5,0.0,Hinduism
7.5,2.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
2.0,1.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,0.5,0.0,Hinduism
20.5,9.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.5,0.5,0.0,Hinduism
26.5,20.0,4.5,Hinduism
10.0,3.5,0.5,Hinduism
3.5,0.5,0.0,Hinduism
11.5,13.0,1.0,Hinduism
20.0,7.5,0.0,Hinduism
2.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
2.0,0.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
14.5,7.5,0.5,Hinduism
17.0,7.0,0.5,Hinduism
42.5,28.5,3.5,Hinduism
2.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,1.5,0.0,Hinduism
2.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
41.0,27.0,5.5,Hinduism
46.5,35.0,6.5,Hinduism
3.0,1.5,0.0,Hinduism
36.0,15.0,3.0,Hinduism
22.0,3.0,1.5,Hinduism
7.5,1.5,0.5,Hinduism
41.0,30.5,6.0,Hinduism
14.0,3.5,2.5,Hinduism
4.0,0.0,0.0,Hinduism
4.0,0.5,0.0,Hinduism
47.5,35.0,6.5,Hinduism
3.5,0.0,0.0,Hinduism
8.0,1.5,0.0,Hinduism
10.0,8.0,2.0,Hinduism
26.5,40.5,5.5,Hinduism
39.5,39.0,7.0,Hinduism
29.0,14.0,1.5,Hinduism
2.0,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
1.5,0.0,0.5,Hinduism
16.5,14.0,4.0,Hinduism
13.5,6.5,2.5,Hinduism
28.0,21.5,5.0,Hinduism
13.0,7.0,2.0,Hinduism
3.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
13.0,3.5,1.5,Hinduism
1.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
13.5,3.5,2.0,Hinduism
0.0,0.0,0.0,Hinduism
10.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
10.0,1.0,0.0,Hinduism
10.0,3.0,1.0,Hinduism
4.5,0.0,0.0,Hinduism
7.5,1.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
1.0,2.0,0.0,Hinduism
2.0,2.5,0.0,Hinduism
31.0,55.0,5.0,Hinduism
12.0,6.5,0.0,Hinduism
14.5,14.5,1.0,Hinduism
3.0,1.5,0.0,Hinduism
5.0,0.5,0.5,Hinduism
5.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
6.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
24.0,3.0,0.0,Hinduism
23.5,8.5,1.5,Hinduism
0.5,0.0,0.0,Hinduism
8.5,2.0,0.0,Hinduism
28.0,30.0,1.0,Hinduism
28.0,30.0,1.0,Hinduism
3.5,1.5,0.0,Hinduism
6.0,0.0,0.0,Hinduism
20.0,6.5,0.0,Hinduism
11.5,6.0,0.0,Hinduism
3.5,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
11.0,2.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
11.0,4.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
16.0,2.5,0.0,Hinduism
1.5,2.5,0.0,Hinduism
7.0,1.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
26.5,17.5,2.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
3.5,0.0,0.0,Hinduism
10.5,1.0,0.0,Hinduism
11.5,4.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
4.5,2.5,0.0,Hinduism
2.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
10.5,3.5,1.0,Hinduism
1.5,0.0,0.0,Hinduism
3.0,0.5,0.5,Hinduism
4.0,1.0,0.0,Hinduism
12.0,2.0,0.0,Hinduism
11.0,1.5,0.0,Hinduism
23.0,12.5,1.0,Hinduism
8.5,7.0,0.5,Hinduism
13.5,4.5,0.0,Hinduism
2.0,0.5,0.0,Hinduism
12.5,1.0,0.0,Hinduism
25.5,31.0,5.5,Hinduism
3.0,4.0,0.5,Hinduism
15.0,6.0,1.5,Hinduism
16.5,11.0,4.0,Hinduism
0.5,0.0,0.0,Hinduism
18.0,3.5,1.5,Hinduism
19.5,36.5,1.5,Hinduism
27.0,19.0,3.5,Hinduism
0.0,0.0,0.0,Hinduism
1.5,1.0,0.0,Hinduism
8.0,3.5,0.5,Hinduism
0.5,0.0,0.0,Hinduism
1.0,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,1.5,2.0,Hinduism
6.5,6.0,2.0,Hinduism
3.0,3.0,0.0,Hinduism
7.0,22.0,1.0,Hinduism
0.5,2.5,0.0,Hinduism
14.0,19.0,2.0,Hinduism
12.0,26.0,3.0,Hinduism
1.0,0.0,0.0,Hinduism
4.0,1.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
12.0,2.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
6.0,0.5,0.0,Hinduism
3.0,0.5,0.0,Hinduism
2.0,0.5,0.0,Hinduism
1.0,3.5,0.0,Hinduism
6.0,4.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
14.0,15.0,1.0,Hinduism
14.5,18.0,2.0,Hinduism
7.0,15.0,3.0,Hinduism
1.0,1.0,0.0,Hinduism
7.0,0.5,1.5,Hinduism
16.5,18.0,1.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
20.0,27.0,3.0,Hinduism
13.0,18.5,1.0,Hinduism
29.5,39.0,8.0,Hinduism
16.0,15.5,4.0,Hinduism
9.0,3.5,1.0,Hinduism
0.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
8.5,4.0,1.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
8.0,0.0,0.0,Hinduism
3.0,0.5,0.0,Hinduism
6.5,2.0,0.0,Hinduism
9.0,3.5,1.0,Hinduism
20.5,11.0,4.0,Hinduism
5.5,3.5,1.0,Hinduism
1.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
5.0,0.0,0.0,Hinduism
9.0,2.5,1.0,Hinduism
13.5,20.0,4.5,Hinduism
17.5,18.5,4.5,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.5,0.0,Hinduism
8.5,11.0,0.5,Hinduism
15.5,10.0,4.5,Hinduism
0.0,0.0,0.0,Hinduism
1.5,1.0,0.5,Hinduism
1.5,5.0,0.0,Hinduism
15.0,5.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
9.5,6.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
4.0,0.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
4.0,1.5,0.0,Hinduism
5.5,2.0,0.5,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.5,0.5,0.0,Hinduism
4.0,2.0,2.0,Hinduism
6.0,2.0,0.0,Hinduism
10.0,4.0,2.5,Hinduism
2.5,1.0,0.0,Hinduism
10.0,9.5,2.5,Hinduism
18.5,21.0,1.0,Hinduism
16.0,21.5,2.0,Hinduism
3.0,3.0,0.5,Hinduism
2.5,1.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.5,3.0,0.0,Hinduism
6.5,1.5,1.0,Hinduism
3.0,0.5,0.5,Hinduism
2.0,0.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
5.0,0.5,0.0,Hinduism
4.0,0.5,0.0,Hinduism
3.5,0.5,0.5,Hinduism
0.5,0.0,0.0,Hinduism
2.0,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.0,0.5,0.5,Hinduism
5.0,3.5,1.0,Hinduism
3.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,1.0,0.5,Hinduism
8.5,8.0,2.0,Hinduism
0.5,0.0,0.0,Hinduism
9.5,4.0,1.0,Hinduism
9.0,3.0,1.5,Hinduism
2.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
6.0,0.0,0.5,Hinduism
4.0,0.0,0.0,Hinduism
9.0,3.5,1.0,Hinduism
0.0,0.0,0.0,Hinduism
5.5,1.0,0.5,Hinduism
2.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.0,1.0,0.5,Hinduism
5.5,1.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
8.0,5.5,0.5,Hinduism
6.0,0.0,0.0,Hinduism
3.5,0.5,1.0,Hinduism
4.0,2.0,1.0,Hinduism
1.5,4.0,0.5,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
8.0,3.0,1.5,Hinduism
9.0,2.0,0.0,Hinduism
2.5,5.0,1.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
4.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
5.5,0.5,0.5,Hinduism
3.5,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
5.0,0.0,0.0,Hinduism
11.0,5.0,1.0,Hinduism
5.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
13.0,1.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.0,0.0,0.0,Hinduism
10.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
11.5,1.0,0.0,Hinduism
7.0,1.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.5,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
8.5,1.5,0.5,Hinduism
5.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.5,3.0,0.0,Hinduism
11.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
9.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
12.5,1.5,0.0,Hinduism
5.5,0.0,0.5,Hinduism
4.5,1.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
4.0,5.0,1.0,Hinduism
0.0,0.0,0.0,Hinduism
4.0,1.0,1.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.5,5.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
4.0,1.0,0.0,Hinduism
6.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
6.5,0.5,1.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
9.5,9.0,0.0,Hinduism
6.0,1.0,0.0,Hinduism
5.5,1.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,12.5,0.5,Hinduism
2.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.5,3.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.5,0.0,Hinduism
1.0,1.0,0.0,Hinduism
0.0,0.5,0.0,Hinduism
3.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.0,1.5,0.5,Hinduism
10.0,10.5,1.0,Hinduism
1.5,1.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
1.0,1.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,1.0,0.0,Hinduism
18.0,8.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.0,0.5,0.0,Hinduism
5.5,0.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
13.0,14.0,0.5,Hinduism
22.0,20.5,3.0,Hinduism
12.0,9.0,1.0,Hinduism
2.5,3.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
4.0,1.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
8.5,0.5,0.0,Hinduism
1.0,0.0,0.0,Hinduism
3.0,1.5,0.0,Hinduism
3.0,0.5,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
17.0,9.0,4.0,Hinduism
14.0,4.0,2.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,1.0,0.0,Hinduism
3.0,1.0,0.0,Hinduism
2.5,0.5,0.0,Hinduism
3.0,2.0,0.0,Hinduism
8.0,2.5,1.0,Hinduism
2.5,1.5,0.0,Hinduism
4.5,2.0,0.5,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
7.5,1.0,0.5,Hinduism
5.5,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
5.5,0.5,0.0,Hinduism
5.0,0.0,0.0,Hinduism
8.5,0.5,0.0,Hinduism
1.0,0.0,0.0,Hinduism
4.0,1.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.0,3.0,0.5,Hinduism
3.0,0.0,0.0,Hinduism
2.0,0.5,0.0,Hinduism
6.5,8.5,1.0,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
15.5,8.0,2.0,Hinduism
6.5,1.5,0.5,Hinduism
1.0,4.5,0.0,Hinduism
3.0,1.5,0.0,Hinduism
7.5,4.0,0.5,Hinduism
6.0,2.0,0.0,Hinduism
7.5,3.5,0.5,Hinduism
0.0,0.0,0.0,Hinduism
2.5,0.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
5.0,0.5,0.0,Hinduism
10.5,2.5,0.0,Hinduism
15.0,0.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
6.5,3.5,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
10.5,10.0,1.5,Hinduism
7.0,1.5,0.0,Hinduism
1.5,0.0,0.0,Hinduism
5.0,0.0,0.0,Hinduism
3.5,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
4.0,1.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
14.0,13.5,0.5,Hinduism
21.5,4.5,1.5,Hinduism
21.5,9.0,1.5,Hinduism
14.5,8.0,0.5,Hinduism
0.5,1.0,0.0,Hinduism
11.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
4.5,3.0,0.0,Hinduism
12.0,5.5,0.5,Hinduism
18.5,12.0,2.0,Hinduism
2.0,0.0,0.0,Hinduism
18.0,16.0,3.5,Hinduism
27.5,17.0,3.0,Hinduism
16.5,1.0,0.0,Hinduism
11.0,12.0,1.5,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
0.5,1.5,0.5,Hinduism
3.0,2.0,1.0,Hinduism
7.5,1.0,0.5,Hinduism
10.0,1.5,0.0,Hinduism
6.5,2.5,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.0,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
8.0,7.5,0.5,Hinduism
0.5,0.0,0.0,Hinduism
3.5,2.0,0.0,Hinduism
8.5,4.0,1.5,Hinduism
8.5,2.5,2.5,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
8.5,8.0,0.5,Hinduism
5.5,3.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
10.0,4.0,1.5,Hinduism
6.5,2.5,1.0,Hinduism
3.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
3.5,3.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
3.5,1.5,2.5,Hinduism
1.5,2.0,0.0,Hinduism
3.5,1.0,0.0,Hinduism
30.0,43.0,9.0,Hinduism
11.5,11.0,3.0,Hinduism
9.5,5.0,1.0,Hinduism
13.0,4.5,0.0,Hinduism
4.5,0.0,0.0,Hinduism
0.0,0.5,0.0,Hinduism
0.0,0.0,0.0,Hinduism
8.0,3.5,0.0,Hinduism
16.5,20.0,3.5,Hinduism
13.0,7.5,1.0,Hinduism
7.0,18.0,3.0,Hinduism
17.0,7.0,1.0,Hinduism
0.0,0.0,0.0,Hinduism
47.5,43.5,16.5,Hinduism
26.0,10.5,2.5,Hinduism
20.0,9.5,2.0,Hinduism
23.0,10.5,2.5,Hinduism
21.0,9.0,0.0,Hinduism
6.5,0.5,2.5,Hinduism
8.5,2.5,0.0,Hinduism
4.5,3.5,0.0,Hinduism
27.0,14.5,2.0,Hinduism
14.0,3.5,1.0,Hinduism
6.5,0.0,0.0,Hinduism
16.0,1.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
24.5,13.5,6.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.5,0.5,0.0,Hinduism
44.0,28.0,7.5,Hinduism
17.0,1.5,0.0,Hinduism
20.5,2.5,0.5,Hinduism
8.5,0.0,0.0,Hinduism
25.0,2.0,0.0,Hinduism
7.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
9.5,2.5,0.0,Hinduism
18.0,11.0,6.0,Hinduism
18.5,4.0,1.5,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
9.5,2.5,2.5,Hinduism
15.5,6.5,3.0,Hinduism
2.0,1.0,0.0,Hinduism
14.0,5.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
4.0,1.5,4.0,Hinduism
5.0,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
9.0,8.0,1.5,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
6.5,5.0,0.5,Hinduism
4.5,4.0,1.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
3.0,0.0,0.0,Hinduism
4.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,1.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
6.0,1.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
9.0,11.0,1.5,Hinduism
0.0,0.0,0.0,Hinduism
4.5,4.0,1.0,Hinduism
0.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
7.5,4.0,0.0,Hinduism
4.0,2.5,0.0,Hinduism
4.5,3.5,1.5,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
4.0,0.5,0.5,Hinduism
4.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
5.0,1.0,0.0,Hinduism
9.5,6.5,1.0,Hinduism
4.0,4.0,0.0,Hinduism
5.0,3.0,0.5,Hinduism
0.5,0.0,0.0,Hinduism
2.0,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
2.0,0.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
2.0,1.5,0.0,Hinduism
10.5,2.0,1.5,Hinduism
2.0,0.0,0.0,Hinduism
3.0,2.5,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
4.5,3.0,0.5,Hinduism
6.5,9.0,0.0,Hinduism
4.5,2.0,0.0,Hinduism
6.5,0.0,0.0,Hinduism
9.0,5.5,0.0,Hinduism
3.0,0.0,0.0,Hinduism
6.5,0.0,0.0,Hinduism
5.0,0.0,0.0,Hinduism
2.5,0.0,0.0,Hinduism
5.5,2.0,0.5,Hinduism
5.0,4.0,0.0,Hinduism
3.5,2.0,0.0,Hinduism
0.0,0.0,0.0,Hinduism
0.5,0.0,0.0,Hinduism
1.0,0.0,0.0,Hinduism
1.5,0.0,0.0,Hinduism
2.5,6.0,0.0,Hinduism
