% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Trigrams

@RELATION Gender_Trigrams

@ATTRIBUTE Trigrams_Male  NUMERIC
@ATTRIBUTE Trigrams_Female  NUMERIC
@ATTRIBUTE Trigrams  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
2.0,0.0,tsa,Male
30.0,3.0,yan,Male
1.0,0.0,rot,Male
18.0,1.0,jan,Male
76.0,8.0,dra,Male
2.0,0.0,ubh,Male
16.0,0.0,ksh,Male
9.0,0.0,hay,Male
36.0,0.0,jit,Male
22.0,1.0,shu,Male
1.0,1.0,kla,Male
65.0,4.0,har,Male
7.0,1.0,lin,Male
16.0,2.0,hil,Male
3.0,1.0,uth,Male
45.0,0.0,ant,Male
13.0,4.0,bar,Male
23.0,0.0,ang,Male
12.0,0.0,ank,Male
22.0,1.0,shu,Male
13.0,4.0,bar,Male
22.0,1.0,shu,Male
9.0,4.0,yam,Male
3.0,0.0,mak,Male
18.0,7.0,mal,Male
3.0,0.0,tak,Male
16.0,0.0,dar,Male
2.0,0.0,dak,Male
11.0,0.0,nth,Male
9.0,0.0,rth,Male
4.0,13.0,dha,Male
30.0,0.0,dev,Male
63.0,2.0,ath,Male
2.0,9.0,nta,Male
163.0,4.0,esh,Male
28.0,4.0,war,Male
52.0,2.0,raj,Male
4.0,0.0,did,Male
16.0,0.0,dar,Male
7.0,2.0,dhu,Male
63.0,2.0,ath,Male
1.0,0.0,ngh,Male
2.0,1.0,nha,Male
2.0,0.0,hag,Male
98.0,14.0,han,Male
22.0,1.0,shu,Male
24.0,5.0,ram,Male
163.0,4.0,esh,Male
3.0,1.0,ren,Male
13.0,0.0,mit,Male
1.0,0.0,gen,Male
45.0,0.0,ant,Male
17.0,10.0,hal,Male
16.0,2.0,hil,Male
4.0,0.0,sth,Male
17.0,7.0,ham,Male
98.0,14.0,han,Male
16.0,2.0,hil,Male
3.0,2.0,hum,Male
30.0,0.0,dev,Male
15.0,24.0,ali,Male
22.0,1.0,shu,Male
65.0,4.0,har,Male
7.0,2.0,dhu,Male
163.0,4.0,esh,Male
28.0,4.0,war,Male
36.0,0.0,kar,Male
63.0,2.0,ath,Male
32.0,1.0,ash,Male
163.0,4.0,esh,Male
1.0,2.0,oni,Male
7.0,1.0,nit,Male
52.0,2.0,raj,Male
4.0,5.0,ava,Male
10.0,2.0,mil,Male
14.0,0.0,abh,Male
64.0,18.0,ish,Male
5.0,0.0,vit,Male
29.0,2.0,dan,Male
14.0,1.0,rsh,Male
2.0,0.0,win,Male
32.0,3.0,ran,Male
3.0,2.0,tta,Male
65.0,4.0,har,Male
19.0,3.0,ith,Male
18.0,1.0,jan,Male
163.0,4.0,esh,Male
45.0,0.0,ant,Male
36.0,0.0,kar,Male
63.0,2.0,ath,Male
163.0,4.0,esh,Male
163.0,4.0,esh,Male
64.0,18.0,ish,Male
9.0,0.0,vas,Male
24.0,5.0,ram,Male
4.0,4.0,vya,Male
13.0,0.0,vir,Male
27.0,1.0,hir,Male
6.0,7.0,tra,Male
6.0,3.0,tri,Male
8.0,0.0,bal,Male
15.0,24.0,ali,Male
39.0,6.0,eer,Male
2.0,0.0,adr,Male
17.0,7.0,ham,Male
23.0,0.0,ang,Male
11.0,1.0,has,Male
3.0,0.0,dip,Male
6.0,0.0,odh,Male
1.0,3.0,iam,Male
6.0,8.0,tah,Male
76.0,8.0,dra,Male
4.0,0.0,het,Male
27.0,1.0,hir,Male
22.0,0.0,hit,Male
2.0,0.0,lai,Male
7.0,13.0,ama,Male
98.0,14.0,han,Male
98.0,14.0,han,Male
3.0,0.0,day,Male
21.0,0.0,eep,Male
2.0,3.0,pta,Male
11.0,74.0,sha,Male
2.0,3.0,eva,Male
36.0,0.0,kar,Male
23.0,0.0,ang,Male
22.0,1.0,shu,Male
11.0,1.0,has,Male
6.0,5.0,jal,Male
18.0,1.0,jan,Male
14.0,1.0,jay,Male
59.0,8.0,man,Male
163.0,4.0,esh,Male
45.0,0.0,ant,Male
19.0,4.0,mar,Male
32.0,3.0,ran,Male
29.0,2.0,dan,Male
16.0,0.0,dar,Male
5.0,0.0,nil,Male
52.0,2.0,raj,Male
5.0,0.0,jiv,Male
24.0,5.0,ram,Male
32.0,3.0,ran,Male
163.0,4.0,esh,Male
3.0,6.0,rya,Male
30.0,0.0,dev,Male
45.0,0.0,ant,Male
10.0,0.0,nsh,Male
22.0,1.0,shu,Male
32.0,1.0,ash,Male
163.0,4.0,esh,Male
3.0,0.0,adh,Male
2.0,0.0,sen,Male
45.0,0.0,ant,Male
16.0,2.0,hil,Male
11.0,1.0,him,Male
3.0,0.0,rut,Male
13.0,0.0,mit,Male
2.0,0.0,ntu,Male
9.0,0.0,rth,Male
7.0,7.0,ata,Male
3.0,0.0,mun,Male
15.0,7.0,min,Male
63.0,2.0,ath,Male
4.0,0.0,nik,Male
52.0,2.0,raj,Male
1.0,9.0,rna,Male
19.0,30.0,ati,Male
6.0,0.0,bhu,Male
19.0,3.0,ith,Male
7.0,1.0,ami,Male
6.0,2.0,pan,Male
163.0,4.0,esh,Male
5.0,0.0,nil,Male
52.0,2.0,raj,Male
10.0,4.0,rit,Male
6.0,0.0,rup,Male
9.0,0.0,tik,Male
9.0,4.0,yam,Male
98.0,14.0,han,Male
2.0,2.0,aka,Male
2.0,0.0,yon,Male
2.0,1.0,yum,Male
4.0,0.0,yun,Male
3.0,3.0,aha,Male
3.0,1.0,Taj,Male
2.0,0.0,ksa,Male
11.0,74.0,sha,Male
4.0,2.0,hak,Male
21.0,2.0,eel,Male
6.0,0.0,etu,Male
12.0,0.0,ank,Male
7.0,1.0,lin,Male
64.0,18.0,ish,Male
1.0,36.0,ila,Male
64.0,18.0,ish,Male
7.0,6.0,hna,Male
19.0,96.0,ana,Male
10.0,1.0,nak,Male
7.0,0.0,nav,Male
6.0,0.0,nay,Male
64.0,18.0,ish,Male
8.0,0.0,may,Male
10.0,2.0,ush,Male
13.0,0.0,vir,Male
6.0,2.0,pan,Male
2.0,0.0,pas,Male
76.0,8.0,dra,Male
163.0,4.0,esh,Male
28.0,4.0,war,Male
52.0,2.0,raj,Male
76.0,8.0,dra,Male
64.0,18.0,ish,Male
8.0,0.0,rak,Male
28.0,4.0,war,Male
63.0,2.0,ath,Male
16.0,0.0,ksh,Male
32.0,3.0,ran,Male
23.0,0.0,ang,Male
25.0,44.0,ani,Male
76.0,8.0,dra,Male
163.0,4.0,esh,Male
163.0,4.0,esh,Male
28.0,4.0,war,Male
13.0,2.0,osh,Male
3.0,4.0,aru,Male
3.0,2.0,run,Male
4.0,0.0,gat,Male
52.0,2.0,raj,Male
2.0,0.0,tva,Male
12.0,2.0,tya,Male
9.0,0.0,tik,Male
64.0,18.0,ish,Male
9.0,0.0,rth,Male
1.0,0.0,Tej,Male
10.0,2.0,jas,Male
6.0,27.0,shi,Male
59.0,8.0,man,Male
163.0,4.0,esh,Male
32.0,1.0,ash,Male
1.0,0.0,jil,Male
3.0,6.0,lak,Male
15.0,7.0,min,Male
27.0,1.0,and,Male
36.0,0.0,kar,Male
7.0,1.0,aad,Male
4.0,26.0,ala,Male
6.0,0.0,etu,Male
163.0,4.0,esh,Male
28.0,4.0,war,Male
2.0,0.0,bak,Male
30.0,0.0,dev,Male
59.0,8.0,man,Male
6.0,3.0,tri,Male
1.0,2.0,gya,Male
6.0,5.0,jal,Male
1.0,0.0,kay,Male
98.0,14.0,han,Male
5.0,0.0,lok,Male
63.0,2.0,ath,Male
27.0,1.0,and,Male
163.0,4.0,esh,Male
33.0,9.0,aan,Male
3.0,3.0,rti,Male
14.0,0.0,abh,Male
30.0,3.0,yan,Male
36.0,0.0,jit,Male
19.0,21.0,ari,Male
8.0,1.0,anu,Male
65.0,4.0,har,Male
8.0,0.0,hul,Male
12.0,0.0,ank,Male
7.0,1.0,lin,Male
24.0,5.0,ram,Male
3.0,2.0,uka,Male
14.0,1.0,das,Male
3.0,10.0,nda,Male
63.0,2.0,ath,Male
6.0,1.0,gar,Male
163.0,4.0,esh,Male
28.0,4.0,war,Male
64.0,18.0,ish,Male
8.0,0.0,rag,Male
65.0,4.0,har,Male
2.0,2.0,sya,Male
2.0,3.0,mna,Male
6.0,3.0,jat,Male
30.0,0.0,dev,Male
22.0,0.0,hit,Male
45.0,0.0,ant,Male
6.0,5.0,thi,Male
1.0,0.0,his,Male
14.0,1.0,rsh,Male
3.0,0.0,day,Male
30.0,3.0,yan,Male
8.0,0.0,bal,Male
9.0,0.0,hav,Male
3.0,0.0,dip,Male
32.0,3.0,ran,Male
64.0,18.0,ish,Male
30.0,3.0,yan,Male
63.0,2.0,ath,Male
21.0,0.0,eep,Male
6.0,0.0,dit,Male
19.0,3.0,ith,Male
1.0,0.0,Udu,Male
19.0,30.0,ati,Male
52.0,2.0,raj,Male
9.0,4.0,yam,Male
30.0,3.0,yan,Male
8.0,5.0,yat,Male
163.0,4.0,esh,Male
10.0,2.0,jas,Male
76.0,8.0,dra,Male
163.0,4.0,esh,Male
14.0,1.0,jay,Male
3.0,3.0,wal,Male
7.0,1.0,val,Male
11.0,1.0,has,Male
2.0,0.0,las,Male
1.0,0.0,muk,Male
76.0,8.0,dra,Male
45.0,0.0,ant,Male
27.0,1.0,and,Male
23.0,0.0,ang,Male
98.0,14.0,han,Male
2.0,0.0,med,Male
163.0,4.0,esh,Male
28.0,4.0,war,Male
163.0,4.0,esh,Male
14.0,0.0,abh,Male
64.0,18.0,ish,Male
8.0,0.0,hul,Male
22.0,1.0,shu,Male
3.0,0.0,pen,Male
76.0,8.0,dra,Male
23.0,3.0,pal,Male
2.0,0.0,pas,Male
9.0,0.0,rav,Male
163.0,4.0,esh,Male
25.0,44.0,ani,Male
3.0,3.0,aha,Male
10.0,53.0,iya,Male
1.0,0.0,gay,Male
23.0,0.0,ang,Male
10.0,0.0,nsh,Male
64.0,18.0,ish,Male
1.0,0.0,ngu,Male
19.0,30.0,ati,Male
7.0,1.0,sin,Male
10.0,2.0,ush,Male
9.0,24.0,aya,Male
14.0,1.0,rsh,Male
23.0,3.0,pal,Male
16.0,0.0,ksh,Male
10.0,1.0,tam,Male
163.0,4.0,esh,Male
1.0,3.0,nka,Male
6.0,0.0,tar,Male
8.0,0.0,rak,Male
59.0,8.0,man,Male
6.0,5.0,rin,Male
19.0,30.0,ati,Male
7.0,1.0,din,Male
64.0,18.0,ish,Male
76.0,8.0,dra,Male
64.0,18.0,ish,Male
10.0,2.0,hin,Male
9.0,0.0,hav,Male
1.0,3.0,ayi,Male
20.0,1.0,tan,Male
98.0,14.0,han,Male
11.0,0.0,nth,Male
6.0,0.0,vin,Male
52.0,2.0,raj,Male
2.0,5.0,aja,Male
13.0,4.0,rat,Male
8.0,3.0,hya,Male
98.0,14.0,han,Male
25.0,44.0,ani,Male
76.0,8.0,dra,Male
65.0,4.0,har,Male
2.0,0.0,ast,Male
36.0,0.0,jit,Male
11.0,74.0,sha,Male
25.0,44.0,ani,Male
6.0,5.0,rin,Male
3.0,1.0,huj,Male
14.0,0.0,abh,Male
3.0,11.0,bha,Male
1.0,0.0,iki,Male
7.0,13.0,ama,Male
30.0,0.0,dev,Male
59.0,8.0,man,Male
7.0,0.0,nad,Male
30.0,0.0,dev,Male
7.0,1.0,lin,Male
29.0,2.0,dan,Male
1.0,0.0,nij,Male
3.0,0.0,adh,Male
63.0,2.0,ath,Male
52.0,2.0,raj,Male
10.0,0.0,nsh,Male
8.0,3.0,hya,Male
65.0,4.0,har,Male
9.0,0.0,rad,Male
52.0,2.0,raj,Male
19.0,96.0,ana,Male
98.0,14.0,han,Male
163.0,4.0,esh,Male
8.0,0.0,var,Male
6.0,5.0,rin,Male
76.0,8.0,dra,Male
64.0,18.0,ish,Male
10.0,53.0,iya,Male
5.0,0.0,yas,Male
3.0,2.0,run,Male
163.0,4.0,esh,Male
45.0,0.0,ant,Male
1.0,0.0,sav,Male
4.0,5.0,ava,Male
1.0,0.0,vaj,Male
3.0,12.0,avi,Male
2.0,0.0,asu,Male
30.0,0.0,dev,Male
59.0,8.0,man,Male
9.0,4.0,mat,Male
19.0,30.0,ati,Male
3.0,1.0,sur,Male
4.0,0.0,oop,Male
3.0,0.0,maj,Male
2.0,0.0,tsa,Male
7.0,1.0,sal,Male
23.0,3.0,pal,Male
7.0,1.0,sin,Male
6.0,0.0,ayu,Male
6.0,3.0,jat,Male
4.0,0.0,yun,Male
27.0,1.0,and,Male
3.0,5.0,yya,Male
4.0,0.0,Ved,Male
98.0,14.0,han,Male
23.0,0.0,ang,Male
45.0,0.0,ant,Male
11.0,0.0,nth,Male
59.0,8.0,man,Male
98.0,14.0,han,Male
163.0,4.0,esh,Male
32.0,1.0,ash,Male
19.0,3.0,ith,Male
39.0,6.0,eer,Male
1.0,23.0,era,Male
76.0,8.0,dra,Male
76.0,8.0,dra,Male
8.0,2.0,lan,Male
13.0,0.0,vir,Male
4.0,0.0,kat,Male
163.0,4.0,esh,Male
14.0,1.0,rsh,Male
36.0,0.0,kar,Male
11.0,1.0,has,Male
2.0,0.0,asu,Male
5.0,0.0,hor,Male
6.0,0.0,bhu,Male
9.0,4.0,mat,Male
1.0,0.0,snu,Male
2.0,0.0,hut,Male
6.0,0.0,odh,Male
33.0,9.0,aan,Male
3.0,0.0,tru,Male
163.0,4.0,esh,Male
1.0,0.0,ord,Male
65.0,4.0,har,Male
3.0,0.0,dip,Male
6.0,0.0,dit,Male
10.0,2.0,jas,Male
2.0,1.0,dur,Male
29.0,0.0,van,Male
10.0,1.0,tam,Male
32.0,3.0,ran,Male
65.0,4.0,har,Male
4.0,14.0,nya,Male
6.0,1.0,gar,Male
1.0,0.0,yut,Male
36.0,0.0,jit,Male
163.0,4.0,esh,Male
11.0,112.0,rah,Male
33.0,9.0,aan,Male
23.0,0.0,ang,Male
19.0,21.0,ari,Male
14.0,1.0,jay,Male
45.0,0.0,ant,Male
7.0,6.0,hna,Male
76.0,8.0,dra,Male
163.0,4.0,esh,Male
6.0,0.0,etu,Male
7.0,1.0,val,Male
10.0,7.0,nan,Male
1.0,1.0,kas,Male
1.0,0.0,ern,Male
24.0,5.0,ram,Male
12.0,2.0,tya,Male
76.0,8.0,dra,Male
15.0,7.0,min,Male
45.0,0.0,ant,Male
6.0,5.0,sar,Male
11.0,0.0,nth,Male
2.0,0.0,las,Male
22.0,0.0,hit,Male
18.0,7.0,mal,Male
12.0,2.0,tya,Male
25.0,44.0,ani,Male
163.0,4.0,esh,Male
5.0,0.0,idh,Male
2.0,0.0,ast,Male
6.0,0.0,nay,Male
3.0,0.0,yak,Male
28.0,1.0,eet,Male
6.0,5.0,eth,Male
163.0,4.0,esh,Male
5.0,0.0,nil,Male
3.0,0.0,kur,Male
98.0,14.0,han,Male
1.0,0.0,nod,Male
1.0,0.0,noo,Male
6.0,2.0,pan,Male
22.0,0.0,hit,Male
2.0,0.0,pin,Male
19.0,21.0,ari,Male
2.0,0.0,lav,Male
1.0,0.0,pul,Male
13.0,0.0,Vir,Male
76.0,8.0,dra,Male
52.0,2.0,raj,Male
63.0,2.0,ath,Male
19.0,96.0,ana,Male
13.0,4.0,rat,Male
8.0,1.0,anu,Male
76.0,8.0,dra,Male
163.0,4.0,esh,Male
8.0,0.0,var,Male
9.0,0.0,vas,Male
3.0,8.0,chi,Male
98.0,14.0,han,Male
1.0,0.0,rch,Male
16.0,0.0,ksh,Male
1.0,0.0,akh,Male
17.0,10.0,hal,Male
16.0,0.0,ksh,Male
17.0,7.0,ham,Male
45.0,0.0,ant,Male
3.0,0.0,tak,Male
20.0,1.0,tan,Male
163.0,4.0,esh,Male
1.0,0.0,hpu,Male
3.0,0.0,hnu,Male
30.0,0.0,dev,Male
11.0,0.0,utt,Male
98.0,14.0,han,Male
2.0,0.0,vag,Male
6.0,0.0,etu,Male
9.0,0.0,vas,Male
36.0,0.0,jit,Male
3.0,0.0,rma,Male
98.0,14.0,han,Male
65.0,4.0,har,Male
6.0,7.0,tra,Male
63.0,2.0,ath,Male
36.0,0.0,kar,Male
2.0,0.0,was,Male
3.0,1.0,tma,Male
3.0,0.0,uta,Male
36.0,0.0,jit,Male
59.0,8.0,man,Male
6.0,0.0,ayu,Male
63.0,2.0,ath,Male
9.0,0.0,hay,Male
3.0,6.0,rya,Male
1.0,2.0,ola,Male
63.0,2.0,ath,Male
163.0,4.0,esh,Male
17.0,10.0,hal,Male
32.0,1.0,ash,Male
3.0,1.0,tma,Male
1.0,0.0,vek,Male
27.0,1.0,and,Male
5.0,0.0,idh,Male
2.0,5.0,kta,Male
12.0,1.0,lal,Male
163.0,4.0,esh,Male
2.0,0.0,ore,Male
98.0,14.0,han,Male
52.0,2.0,raj,Male
163.0,4.0,esh,Male
3.0,11.0,isa,Male
1.0,0.0,sag,Male
13.0,3.0,san,Male
5.0,0.0,gan,Male
19.0,30.0,ati,Male
10.0,2.0,hab,Male
14.0,0.0,abh,Male
4.0,2.0,hak,Male
12.0,0.0,ank,Male
2.0,50.0,ini,Male
30.0,3.0,yan,Male
5.0,0.0,yas,Male
1.0,0.0,yom,Male
59.0,8.0,man,Male
30.0,0.0,dev,Male
163.0,4.0,esh,Male
59.0,8.0,man,Male
3.0,78.0,ika,Male
1.0,0.0,dav,Male
76.0,8.0,dra,Male
27.0,1.0,and,Male
63.0,2.0,ath,Male
52.0,2.0,raj,Male
13.0,0.0,vir,Male
1.0,0.0,gna,Male
32.0,1.0,ash,Male
2.0,0.0,Yaj,Male
6.0,3.0,jat,Male
65.0,4.0,har,Male
6.0,0.0,rup,Male
163.0,4.0,esh,Male
16.0,2.0,hil,Male
36.0,0.0,jit,Male
11.0,0.0,mir,Male
32.0,1.0,ash,Male
11.0,1.0,has,Male
30.0,0.0,dev,Male
98.0,14.0,han,Male
65.0,4.0,har,Male
59.0,8.0,man,Male
23.0,3.0,pal,Male
45.0,0.0,ant,Male
9.0,0.0,rth,Male
29.0,0.0,van,Male
8.0,2.0,tin,Male
76.0,8.0,dra,Male
64.0,18.0,ish,Male
163.0,4.0,esh,Male
19.0,30.0,ati,Male
1.0,0.0,yin,Male
7.0,2.0,dhu,Male
11.0,1.0,has,Male
76.0,8.0,dra,Male
163.0,4.0,esh,Male
1.0,0.0,ogi,Male
36.0,0.0,jit,Male
36.0,0.0,jit,Male
27.0,1.0,hir,Male
27.0,1.0,hir,Male
52.0,2.0,raj,Male
65.0,4.0,har,Male
12.0,0.0,ank,Male
163.0,4.0,esh,Male
3.0,38.0,ira,Female
0.0,1.0,oka,Female
6.0,27.0,shi,Female
3.0,6.0,rya,Female
3.0,11.0,bha,Female
11.0,74.0,sha,Female
4.0,26.0,ala,Female
3.0,78.0,ika,Female
3.0,38.0,ira,Female
3.0,85.0,ita,Female
1.0,17.0,iti,Female
3.0,78.0,ika,Female
3.0,4.0,lya,Female
11.0,74.0,sha,Female
25.0,44.0,ani,Female
3.0,6.0,rya,Female
0.0,2.0,laa,Female
2.0,9.0,nta,Female
1.0,36.0,ila,Female
1.0,17.0,iti,Female
3.0,85.0,ita,Female
3.0,5.0,uti,Female
11.0,74.0,sha,Female
0.0,2.0,lka,Female
19.0,96.0,ana,Female
1.0,1.0,mba,Female
2.0,2.0,ber,Female
3.0,78.0,ika,Female
2.0,8.0,uja,Female
3.0,85.0,ita,Female
0.0,1.0,mla,Female
2.0,50.0,ini,Female
0.0,2.0,oli,Female
3.0,78.0,ika,Female
15.0,24.0,ali,Female
3.0,85.0,ita,Female
11.0,74.0,sha,Female
3.0,4.0,lya,Female
3.0,85.0,ita,Female
3.0,78.0,ika,Female
1.0,3.0,ndi,Female
2.0,50.0,ini,Female
4.0,14.0,nya,Female
0.0,2.0,uya,Female
17.0,10.0,hal,Female
19.0,96.0,ana,Female
0.0,2.0,naa,Female
3.0,78.0,ika,Female
0.0,1.0,gee,Female
3.0,78.0,ika,Female
3.0,85.0,ita,Female
11.0,74.0,sha,Female
0.0,7.0,haa,Female
0.0,3.0,hka,Female
3.0,85.0,ita,Female
15.0,24.0,ali,Female
19.0,96.0,ana,Female
0.0,2.0,nju,Female
2.0,6.0,ree,Female
3.0,85.0,ita,Female
1.0,9.0,rna,Female
3.0,78.0,ika,Female
22.0,1.0,shu,Female
1.0,5.0,ula,Female
5.0,37.0,ara,Female
3.0,11.0,bha,Female
8.0,3.0,hya,Female
2.0,8.0,uja,Female
3.0,2.0,uka,Female
19.0,30.0,ati,Female
0.0,2.0,upa,Female
7.0,13.0,ama,Female
10.0,53.0,iya,Female
1.0,5.0,ura,Female
4.0,13.0,dha,Female
3.0,78.0,ika,Female
11.0,74.0,sha,Female
0.0,3.0,hka,Female
2.0,10.0,hri,Female
0.0,2.0,uya,Female
0.0,4.0,nvi,Female
3.0,85.0,ita,Female
3.0,85.0,ita,Female
1.0,9.0,rna,Female
11.0,74.0,sha,Female
5.0,37.0,ara,Female
2.0,3.0,rva,Female
19.0,96.0,ana,Female
3.0,3.0,rti,Female
1.0,5.0,cha,Female
98.0,14.0,han,Female
19.0,96.0,ana,Female
19.0,96.0,ana,Female
3.0,85.0,ita,Female
0.0,6.0,hia,Female
3.0,4.0,Aru,Female
1.0,11.0,una,Female
19.0,30.0,ati,Female
0.0,29.0,ima,Female
6.0,27.0,shi,Female
4.0,2.0,ahi,Female
0.0,29.0,ima,Female
11.0,74.0,sha,Female
3.0,85.0,ita,Female
3.0,85.0,ita,Female
7.0,6.0,hna,Female
0.0,2.0,naa,Female
1.0,4.0,hni,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
0.0,1.0,mee,Female
3.0,85.0,ita,Female
2.0,15.0,tha,Female
0.0,1.0,eyi,Female
6.0,27.0,shi,Female
25.0,44.0,ani,Female
0.0,10.0,nti,Female
3.0,78.0,ika,Female
6.0,27.0,shi,Female
11.0,74.0,sha,Female
1.0,5.0,ula,Female
3.0,12.0,avi,Female
4.0,26.0,ala,Female
0.0,1.0,nhi,Female
3.0,85.0,ita,Female
1.0,12.0,kha,Female
0.0,10.0,nti,Female
0.0,18.0,ela,Female
6.0,5.0,thi,Female
2.0,7.0,hmi,Female
2.0,6.0,ree,Female
3.0,12.0,avi,Female
1.0,5.0,kti,Female
2.0,50.0,ini,Female
10.0,53.0,iya,Female
19.0,30.0,ati,Female
3.0,12.0,avi,Female
0.0,1.0,vna,Female
25.0,44.0,ani,Female
3.0,78.0,ika,Female
2.0,50.0,ini,Female
4.0,4.0,vya,Female
3.0,78.0,ika,Female
19.0,96.0,ana,Female
6.0,5.0,jal,Female
1.0,1.0,jli,Female
14.0,3.0,ndu,Female
11.0,74.0,sha,Female
1.0,12.0,kha,Female
3.0,10.0,nda,Female
2.0,2.0,bul,Female
15.0,24.0,ali,Female
15.0,24.0,ali,Female
1.0,2.0,eli,Female
0.0,1.0,mpa,Female
17.0,10.0,hal,Female
3.0,10.0,nda,Female
2.0,50.0,ini,Female
3.0,78.0,ika,Female
4.0,26.0,ala,Female
2.0,9.0,nta,Female
0.0,29.0,ima,Female
3.0,85.0,ita,Female
3.0,4.0,aru,Female
7.0,7.0,ata,Female
1.0,12.0,kha,Female
3.0,85.0,ita,Female
0.0,2.0,rvi,Female
1.0,4.0,hta,Female
19.0,96.0,ana,Female
1.0,2.0,tna,Female
3.0,12.0,avi,Female
9.0,24.0,aya,Female
6.0,7.0,tra,Female
11.0,74.0,sha,Female
7.0,7.0,ata,Female
6.0,27.0,shi,Female
0.0,10.0,nti,Female
2.0,50.0,ini,Female
6.0,2.0,pan,Female
19.0,96.0,ana,Female
3.0,85.0,ita,Female
11.0,74.0,sha,Female
9.0,24.0,aya,Female
3.0,85.0,ita,Female
0.0,7.0,haa,Female
0.0,2.0,epa,Female
15.0,24.0,ali,Female
1.0,12.0,kha,Female
3.0,78.0,ika,Female
0.0,5.0,pti,Female
1.0,1.0,vak,Female
1.0,4.0,aki,Female
0.0,2.0,nee,Female
0.0,9.0,ngi,Female
2.0,6.0,ree,Female
6.0,27.0,shi,Female
1.0,3.0,evi,Female
3.0,78.0,ika,Female
25.0,44.0,ani,Female
2.0,10.0,hri,Female
1.0,4.0,hta,Female
1.0,3.0,sta,Female
4.0,14.0,nya,Female
2.0,50.0,ini,Female
0.0,2.0,rmi,Female
1.0,17.0,iti,Female
25.0,44.0,ani,Female
11.0,74.0,sha,Female
2.0,10.0,hri,Female
0.0,5.0,pti,Female
1.0,1.0,ipu,Female
11.0,74.0,sha,Female
3.0,85.0,ita,Female
2.0,5.0,iva,Female
4.0,4.0,vya,Female
0.0,3.0,hti,Female
8.0,3.0,hya,Female
0.0,4.0,sti,Female
19.0,21.0,ari,Female
1.0,1.0,rga,Female
3.0,78.0,ika,Female
19.0,30.0,ati,Female
2.0,5.0,kta,Female
0.0,18.0,Ela,Female
6.0,27.0,shi,Female
4.0,60.0,ina,Female
19.0,30.0,ati,Female
11.0,74.0,sha,Female
11.0,74.0,sha,Female
11.0,74.0,sha,Female
19.0,96.0,ana,Female
25.0,44.0,ani,Female
3.0,85.0,ita,Female
16.0,2.0,hil,Female
3.0,6.0,lak,Female
2.0,4.0,uni,Female
2.0,4.0,uni,Female
0.0,2.0,rha,Female
0.0,11.0,ria,Female
1.0,4.0,aki,Female
2.0,50.0,ini,Female
0.0,1.0,jra,Female
4.0,4.0,nga,Female
0.0,9.0,ngi,Female
0.0,1.0,rgi,Female
0.0,29.0,ima,Female
1.0,5.0,ura,Female
4.0,5.0,uri,Female
3.0,78.0,ika,Female
7.0,1.0,ami,Female
6.0,3.0,tri,Female
0.0,32.0,ena,Female
0.0,4.0,eti,Female
7.0,6.0,hna,Female
1.0,4.0,ija,Female
3.0,85.0,ita,Female
2.0,10.0,eta,Female
15.0,24.0,ali,Female
3.0,78.0,ika,Female
19.0,21.0,ari,Female
19.0,30.0,ati,Female
3.0,78.0,ika,Female
0.0,9.0,ngi,Female
18.0,1.0,jan,Female
3.0,85.0,ita,Female
3.0,10.0,nda,Female
3.0,85.0,ita,Female
1.0,4.0,nsa,Female
3.0,78.0,ika,Female
2.0,50.0,ini,Female
2.0,50.0,ini,Female
10.0,53.0,iya,Female
3.0,85.0,ita,Female
14.0,1.0,rsh,Female
11.0,74.0,sha,Female
3.0,78.0,ika,Female
2.0,50.0,ini,Female
3.0,85.0,ita,Female
3.0,85.0,ita,Female
39.0,6.0,eer,Female
1.0,23.0,era,Female
2.0,14.0,ema,Female
15.0,24.0,ali,Female
4.0,4.0,nga,Female
0.0,9.0,ngi,Female
2.0,9.0,nta,Female
0.0,32.0,ena,Female
1.0,11.0,nna,Female
25.0,44.0,ani,Female
2.0,3.0,ral,Female
4.0,14.0,nya,Female
10.0,53.0,iya,Female
1.0,36.0,Ila,Female
4.0,60.0,Ina,Female
3.0,38.0,ira,Female
2.0,9.0,nta,Female
6.0,27.0,shi,Female
25.0,44.0,ani,Female
25.0,44.0,ani,Female
4.0,60.0,ina,Female
14.0,3.0,ndu,Female
14.0,3.0,ndu,Female
2.0,8.0,uja,Female
2.0,8.0,uja,Female
4.0,26.0,ala,Female
2.0,9.0,nta,Female
19.0,30.0,ati,Female
1.0,4.0,khi,Female
3.0,11.0,bha,Female
0.0,1.0,psa,Female
3.0,85.0,ita,Female
3.0,38.0,Ira,Female
24.0,5.0,ram,Female
19.0,30.0,ati,Female
10.0,4.0,rit,Female
11.0,74.0,sha,Female
19.0,96.0,ana,Female
25.0,44.0,ani,Female
0.0,4.0,nvi,Female
3.0,85.0,ita,Female
1.0,4.0,hta,Female
19.0,21.0,ari,Female
19.0,21.0,ari,Female
3.0,6.0,rya,Female
1.0,17.0,Iti,Female
0.0,13.0,yla,Female
1.0,17.0,iti,Female
3.0,12.0,avi,Female
2.0,5.0,aja,Female
2.0,50.0,ini,Female
