% Indian_Name_Gender
% Akshay Gulati akshaygulati66[at]yahoo.co.in
% 12/08/2015,12:38:47
% Python Generated ARFF file
% Gender Model Type: Bigrams_2

@RELATION Gender_Bigrams_2

@ATTRIBUTE Bigram_2_Male  NUMERIC
@ATTRIBUTE Bigram_2_Female  NUMERIC
@ATTRIBUTE Bigram_2  STRING
@ATTRIBUTE class        {Male,Female}

@DATA
40.0,0.0,ag,Male
423.0,65.0,an,Male
56.0,12.0,au,Male
113.0,36.0,am,Male
183.0,13.0,eh,Male
57.0,65.0,en,Male
117.0,9.0,it,Male
57.0,65.0,en,Male
139.0,37.0,at,Male
138.0,55.0,al,Male
66.0,10.0,il,Male
111.0,21.0,ih,Male
113.0,36.0,am,Male
423.0,65.0,an,Male
66.0,10.0,il,Male
9.0,15.0,um,Male
36.0,0.0,ev,Male
178.0,242.0,ai,Male
56.0,12.0,au,Male
264.0,30.0,ar,Male
15.0,6.0,iu,Male
183.0,13.0,eh,Male
264.0,30.0,ar,Male
264.0,30.0,ar,Male
269.0,617.0,ah,Male
269.0,617.0,ah,Male
183.0,13.0,eh,Male
7.0,20.0,oi,Male
117.0,9.0,it,Male
77.0,4.0,aj,Male
131.0,401.0,aa,Male
66.0,10.0,il,Male
269.0,617.0,ah,Male
111.0,21.0,ih,Male
117.0,9.0,it,Male
423.0,65.0,an,Male
269.0,617.0,ah,Male
90.0,29.0,in,Male
423.0,65.0,an,Male
131.0,401.0,aa,Male
264.0,30.0,ar,Male
111.0,21.0,ih,Male
423.0,65.0,an,Male
183.0,13.0,eh,Male
139.0,37.0,at,Male
264.0,30.0,ar,Male
269.0,617.0,ah,Male
183.0,13.0,eh,Male
183.0,13.0,eh,Male
111.0,21.0,ih,Male
75.0,11.0,as,Male
113.0,36.0,am,Male
73.0,168.0,ya,Male
114.0,6.0,ir,Male
114.0,6.0,ir,Male
4.0,51.0,oa,Male
7.0,20.0,oi,Male
138.0,55.0,al,Male
178.0,242.0,ai,Male
73.0,16.0,er,Male
264.0,30.0,ar,Male
113.0,36.0,am,Male
40.0,0.0,ag,Male
75.0,11.0,as,Male
5.0,0.0,ip,Male
25.0,2.0,oh,Male
113.0,36.0,am,Male
269.0,617.0,ah,Male
64.0,220.0,ea,Male
41.0,6.0,et,Male
114.0,6.0,ir,Male
117.0,9.0,it,Male
178.0,242.0,ai,Male
131.0,401.0,aa,Male
423.0,65.0,an,Male
423.0,65.0,an,Male
56.0,11.0,ay,Male
21.0,0.0,ep,Male
64.0,220.0,ea,Male
64.0,220.0,ea,Male
64.0,220.0,ea,Male
264.0,30.0,ar,Male
40.0,0.0,ag,Male
56.0,12.0,au,Male
75.0,11.0,as,Male
138.0,55.0,al,Male
423.0,65.0,an,Male
56.0,11.0,ay,Male
423.0,65.0,an,Male
183.0,13.0,eh,Male
139.0,37.0,at,Male
264.0,30.0,ar,Male
423.0,65.0,an,Male
423.0,65.0,an,Male
264.0,30.0,ar,Male
66.0,10.0,il,Male
77.0,4.0,aj,Male
15.0,0.0,iv,Male
113.0,36.0,am,Male
423.0,65.0,an,Male
183.0,13.0,eh,Male
73.0,168.0,ya,Male
36.0,0.0,ev,Male
139.0,37.0,at,Male
269.0,617.0,ah,Male
56.0,12.0,au,Male
269.0,617.0,ah,Male
183.0,13.0,eh,Male
269.0,617.0,ah,Male
57.0,65.0,en,Male
139.0,37.0,at,Male
66.0,10.0,il,Male
59.0,6.0,im,Male
22.0,1.0,ut,Male
117.0,9.0,it,Male
56.0,12.0,au,Male
111.0,21.0,ih,Male
131.0,401.0,aa,Male
18.0,5.0,un,Male
90.0,29.0,in,Male
269.0,617.0,ah,Male
48.0,0.0,ik,Male
77.0,4.0,aj,Male
131.0,401.0,aa,Male
178.0,242.0,ai,Male
56.0,12.0,au,Male
111.0,21.0,ih,Male
178.0,242.0,ai,Male
423.0,65.0,an,Male
183.0,13.0,eh,Male
66.0,10.0,il,Male
77.0,4.0,aj,Male
117.0,9.0,it,Male
6.0,0.0,up,Male
48.0,0.0,ik,Male
113.0,36.0,am,Male
423.0,65.0,an,Male
131.0,401.0,aa,Male
26.0,8.0,on,Male
9.0,15.0,um,Male
18.0,5.0,un,Male
131.0,401.0,aa,Male
77.0,4.0,aj,Male
131.0,401.0,aa,Male
131.0,401.0,aa,Male
59.0,10.0,ak,Male
48.0,18.0,el,Male
23.0,2.0,eu,Male
59.0,10.0,ak,Male
90.0,29.0,in,Male
111.0,21.0,ih,Male
66.0,611.0,ia,Male
111.0,21.0,ih,Male
4.0,51.0,oa,Male
131.0,401.0,aa,Male
59.0,10.0,ak,Male
32.0,0.0,av,Male
56.0,11.0,ay,Male
111.0,21.0,ih,Male
56.0,11.0,ay,Male
29.0,4.0,uh,Male
114.0,6.0,ir,Male
423.0,65.0,an,Male
75.0,11.0,as,Male
64.0,220.0,ea,Male
183.0,13.0,eh,Male
264.0,30.0,ar,Male
77.0,4.0,aj,Male
131.0,401.0,aa,Male
111.0,21.0,ih,Male
59.0,10.0,ak,Male
264.0,30.0,ar,Male
269.0,617.0,ah,Male
269.0,617.0,ah,Male
423.0,65.0,an,Male
40.0,0.0,ag,Male
178.0,242.0,ai,Male
64.0,220.0,ea,Male
183.0,13.0,eh,Male
183.0,13.0,eh,Male
264.0,30.0,ar,Male
25.0,2.0,oh,Male
56.0,12.0,au,Male
18.0,5.0,un,Male
139.0,37.0,at,Male
77.0,4.0,aj,Male
131.0,401.0,aa,Male
73.0,168.0,ya,Male
48.0,0.0,ik,Male
111.0,21.0,ih,Male
183.0,13.0,eh,Male
1.0,1.0,ej,Male
75.0,11.0,as,Male
178.0,242.0,ai,Male
423.0,65.0,an,Male
183.0,13.0,eh,Male
269.0,617.0,ah,Male
66.0,10.0,il,Male
59.0,10.0,ak,Male
90.0,29.0,in,Male
121.0,10.0,ad,Male
264.0,30.0,ar,Male
121.0,10.0,ad,Male
131.0,401.0,aa,Male
23.0,2.0,eu,Male
183.0,13.0,eh,Male
264.0,30.0,ar,Male
59.0,10.0,ak,Male
36.0,0.0,ev,Male
423.0,65.0,an,Male
178.0,242.0,ai,Male
73.0,168.0,ya,Male
138.0,55.0,al,Male
56.0,11.0,ay,Male
423.0,65.0,an,Male
7.0,0.0,ok,Male
269.0,617.0,ah,Male
121.0,10.0,ad,Male
183.0,13.0,eh,Male
423.0,65.0,an,Male
20.0,45.0,ui,Male
269.0,617.0,ah,Male
423.0,65.0,an,Male
117.0,9.0,it,Male
178.0,242.0,ai,Male
56.0,12.0,au,Male
264.0,30.0,ar,Male
35.0,7.0,ul,Male
59.0,10.0,ak,Male
90.0,29.0,in,Male
113.0,36.0,am,Male
39.0,98.0,ua,Male
75.0,11.0,as,Male
39.0,98.0,ua,Male
269.0,617.0,ah,Male
264.0,30.0,ar,Male
183.0,13.0,eh,Male
264.0,30.0,ar,Male
111.0,21.0,ih,Male
40.0,0.0,ag,Male
264.0,30.0,ar,Male
73.0,168.0,ya,Male
39.0,98.0,ua,Male
139.0,37.0,at,Male
36.0,0.0,ev,Male
117.0,9.0,it,Male
139.0,37.0,at,Male
178.0,242.0,ai,Male
20.0,11.0,is,Male
269.0,617.0,ah,Male
56.0,11.0,ay,Male
423.0,65.0,an,Male
138.0,55.0,al,Male
32.0,0.0,av,Male
5.0,0.0,ip,Male
423.0,65.0,an,Male
111.0,21.0,ih,Male
423.0,65.0,an,Male
269.0,617.0,ah,Male
21.0,0.0,ep,Male
117.0,9.0,it,Male
111.0,21.0,ih,Male
7.0,1.0,Uu,Male
178.0,242.0,ai,Male
77.0,4.0,aj,Male
113.0,36.0,am,Male
423.0,65.0,an,Male
139.0,37.0,at,Male
183.0,13.0,eh,Male
75.0,11.0,as,Male
64.0,220.0,ea,Male
183.0,13.0,eh,Male
56.0,11.0,ay,Male
138.0,55.0,al,Male
138.0,55.0,al,Male
75.0,11.0,as,Male
75.0,11.0,as,Male
3.0,1.0,uk,Male
131.0,401.0,aa,Male
139.0,37.0,at,Male
121.0,10.0,ad,Male
40.0,0.0,ag,Male
423.0,65.0,an,Male
40.0,5.0,ed,Male
183.0,13.0,eh,Male
264.0,30.0,ar,Male
183.0,13.0,eh,Male
269.0,617.0,ah,Male
111.0,21.0,ih,Male
35.0,7.0,ul,Male
56.0,12.0,au,Male
57.0,65.0,en,Male
64.0,220.0,ea,Male
138.0,55.0,al,Male
75.0,11.0,as,Male
32.0,0.0,av,Male
183.0,13.0,eh,Male
178.0,242.0,ai,Male
131.0,401.0,aa,Male
73.0,168.0,ya,Male
56.0,11.0,ay,Male
40.0,0.0,ag,Male
269.0,617.0,ah,Male
111.0,21.0,ih,Male
56.0,12.0,au,Male
178.0,242.0,ai,Male
90.0,29.0,in,Male
29.0,4.0,uh,Male
73.0,168.0,ya,Male
269.0,617.0,ah,Male
138.0,55.0,al,Male
269.0,617.0,ah,Male
113.0,36.0,am,Male
183.0,13.0,eh,Male
131.0,401.0,aa,Male
264.0,30.0,ar,Male
59.0,10.0,ak,Male
423.0,65.0,an,Male
90.0,29.0,in,Male
178.0,242.0,ai,Male
90.0,29.0,in,Male
111.0,21.0,ih,Male
66.0,611.0,ia,Male
111.0,21.0,ih,Male
90.0,29.0,in,Male
32.0,0.0,av,Male
3.0,4.0,yi,Male
423.0,65.0,an,Male
423.0,65.0,an,Male
29.0,4.0,uh,Male
90.0,29.0,in,Male
77.0,4.0,aj,Male
131.0,401.0,aa,Male
139.0,37.0,at,Male
73.0,168.0,ya,Male
423.0,65.0,an,Male
178.0,242.0,ai,Male
64.0,220.0,ea,Male
264.0,30.0,ar,Male
139.0,37.0,at,Male
117.0,9.0,it,Male
131.0,401.0,aa,Male
178.0,242.0,ai,Male
90.0,29.0,in,Male
11.0,1.0,uj,Male
269.0,617.0,ah,Male
131.0,401.0,aa,Male
20.0,100.0,ii,Male
131.0,401.0,aa,Male
36.0,0.0,ev,Male
423.0,65.0,an,Male
121.0,10.0,ad,Male
36.0,0.0,ev,Male
90.0,29.0,in,Male
423.0,65.0,an,Male
5.0,2.0,ij,Male
269.0,617.0,ah,Male
269.0,617.0,ah,Male
77.0,4.0,aj,Male
269.0,617.0,ah,Male
73.0,168.0,ya,Male
264.0,30.0,ar,Male
121.0,10.0,ad,Male
77.0,4.0,aj,Male
131.0,401.0,aa,Male
423.0,65.0,an,Male
183.0,13.0,eh,Male
264.0,30.0,ar,Male
90.0,29.0,in,Male
66.0,611.0,ia,Male
111.0,21.0,ih,Male
73.0,168.0,ya,Male
75.0,11.0,as,Male
18.0,5.0,un,Male
183.0,13.0,eh,Male
139.0,37.0,at,Male
32.0,0.0,av,Male
131.0,401.0,aa,Male
77.0,4.0,aj,Male
178.0,242.0,ai,Male
56.0,12.0,au,Male
36.0,0.0,ev,Male
423.0,65.0,an,Male
139.0,37.0,at,Male
178.0,242.0,ai,Male
25.0,6.0,ur,Male
4.0,0.0,op,Male
77.0,4.0,aj,Male
131.0,401.0,aa,Male
138.0,55.0,al,Male
138.0,55.0,al,Male
90.0,29.0,in,Male
12.0,0.0,yu,Male
139.0,37.0,at,Male
18.0,5.0,un,Male
121.0,10.0,ad,Male
73.0,168.0,ya,Male
40.0,5.0,ed,Male
423.0,65.0,an,Male
40.0,0.0,ag,Male
139.0,37.0,at,Male
269.0,617.0,ah,Male
423.0,65.0,an,Male
423.0,65.0,an,Male
183.0,13.0,eh,Male
269.0,617.0,ah,Male
111.0,21.0,ih,Male
73.0,16.0,er,Male
64.0,220.0,ea,Male
131.0,401.0,aa,Male
64.0,220.0,ea,Male
423.0,65.0,an,Male
114.0,6.0,ir,Male
139.0,37.0,at,Male
183.0,13.0,eh,Male
269.0,617.0,ah,Male
264.0,30.0,ar,Male
75.0,11.0,as,Male
56.0,12.0,au,Male
19.0,7.0,or,Male
15.0,6.0,iu,Male
139.0,37.0,at,Male
7.0,1.0,uu,Male
22.0,1.0,ut,Male
25.0,2.0,oh,Male
423.0,65.0,an,Male
56.0,12.0,au,Male
183.0,13.0,eh,Male
15.0,0.0,od,Male
264.0,30.0,ar,Male
5.0,0.0,ip,Male
117.0,9.0,it,Male
75.0,11.0,as,Male
25.0,6.0,ur,Male
423.0,65.0,an,Male
113.0,36.0,am,Male
423.0,65.0,an,Male
264.0,30.0,ar,Male
73.0,168.0,ya,Male
264.0,30.0,ar,Male
22.0,1.0,ut,Male
117.0,9.0,it,Male
183.0,13.0,eh,Male
269.0,617.0,ah,Male
423.0,65.0,an,Male
40.0,0.0,ag,Male
178.0,242.0,ai,Male
56.0,11.0,ay,Male
139.0,37.0,at,Male
131.0,401.0,aa,Male
64.0,220.0,ea,Male
183.0,13.0,eh,Male
23.0,2.0,eu,Male
138.0,55.0,al,Male
423.0,65.0,an,Male
75.0,11.0,as,Male
57.0,65.0,en,Male
113.0,36.0,am,Male
73.0,168.0,ya,Male
64.0,220.0,ea,Male
90.0,29.0,in,Male
139.0,37.0,at,Male
264.0,30.0,ar,Male
29.0,4.0,uh,Male
75.0,11.0,as,Male
117.0,9.0,it,Male
138.0,55.0,al,Male
73.0,168.0,ya,Male
178.0,242.0,ai,Male
183.0,13.0,eh,Male
111.0,21.0,ih,Male
139.0,37.0,at,Male
56.0,11.0,ay,Male
59.0,10.0,ak,Male
41.0,6.0,et,Male
183.0,13.0,eh,Male
183.0,13.0,eh,Male
66.0,10.0,il,Male
25.0,6.0,ur,Male
423.0,65.0,an,Male
15.0,0.0,od,Male
2.0,2.0,oo,Male
423.0,65.0,an,Male
117.0,9.0,it,Male
90.0,29.0,in,Male
178.0,242.0,ai,Male
32.0,0.0,av,Male
35.0,7.0,ul,Male
114.0,6.0,ir,Male
131.0,401.0,aa,Male
77.0,4.0,aj,Male
269.0,617.0,ah,Male
131.0,401.0,aa,Male
139.0,37.0,at,Male
56.0,12.0,au,Male
64.0,220.0,ea,Male
183.0,13.0,eh,Male
264.0,30.0,ar,Male
75.0,11.0,as,Male
20.0,100.0,ii,Male
423.0,65.0,an,Male
29.0,4.0,uh,Male
269.0,617.0,ah,Male
269.0,617.0,ah,Male
138.0,55.0,al,Male
269.0,617.0,ah,Male
113.0,36.0,am,Male
139.0,37.0,at,Male
59.0,10.0,ak,Male
423.0,65.0,an,Male
183.0,13.0,eh,Male
56.0,12.0,au,Male
15.0,6.0,iu,Male
36.0,0.0,ev,Male
22.0,1.0,ut,Male
423.0,65.0,an,Male
40.0,0.0,ag,Male
23.0,2.0,eu,Male
75.0,11.0,as,Male
117.0,9.0,it,Male
131.0,401.0,aa,Male
423.0,65.0,an,Male
264.0,30.0,ar,Male
66.0,611.0,ia,Male
269.0,617.0,ah,Male
264.0,30.0,ar,Male
75.0,11.0,as,Male
131.0,401.0,aa,Male
39.0,98.0,ua,Male
117.0,9.0,it,Male
423.0,65.0,an,Male
12.0,0.0,yu,Male
269.0,617.0,ah,Male
56.0,11.0,ay,Male
73.0,168.0,ya,Male
4.0,51.0,oa,Male
269.0,617.0,ah,Male
183.0,13.0,eh,Male
138.0,55.0,al,Male
269.0,617.0,ah,Male
131.0,401.0,aa,Male
10.0,2.0,ek,Male
121.0,10.0,ad,Male
111.0,21.0,ih,Male
66.0,611.0,ia,Male
138.0,55.0,al,Male
183.0,13.0,eh,Male
6.0,3.0,oe,Male
423.0,65.0,an,Male
77.0,4.0,aj,Male
183.0,13.0,eh,Male
66.0,611.0,ia,Male
40.0,0.0,ag,Male
423.0,65.0,an,Male
423.0,65.0,an,Male
178.0,242.0,ai,Male
34.0,11.0,ab,Male
269.0,617.0,ah,Male
59.0,10.0,ak,Male
59.0,10.0,ak,Male
20.0,100.0,ii,Male
423.0,65.0,an,Male
75.0,11.0,as,Male
6.0,2.0,om,Male
423.0,65.0,an,Male
36.0,0.0,ev,Male
183.0,13.0,eh,Male
423.0,65.0,an,Male
66.0,611.0,ia,Male
32.0,0.0,av,Male
64.0,220.0,ea,Male
121.0,10.0,ad,Male
269.0,617.0,ah,Male
77.0,4.0,aj,Male
114.0,6.0,ir,Male
131.0,401.0,aa,Male
269.0,617.0,ah,Male
77.0,4.0,aj,Male
139.0,37.0,at,Male
264.0,30.0,ar,Male
6.0,0.0,up,Male
183.0,13.0,eh,Male
66.0,10.0,il,Male
117.0,9.0,it,Male
114.0,6.0,ir,Male
269.0,617.0,ah,Male
75.0,11.0,as,Male
36.0,0.0,ev,Male
423.0,65.0,an,Male
264.0,30.0,ar,Male
423.0,65.0,an,Male
138.0,55.0,al,Male
139.0,37.0,at,Male
269.0,617.0,ah,Male
423.0,65.0,an,Male
90.0,29.0,in,Male
66.0,611.0,ia,Male
111.0,21.0,ih,Male
183.0,13.0,eh,Male
178.0,242.0,ai,Male
90.0,29.0,in,Male
23.0,2.0,eu,Male
75.0,11.0,as,Male
64.0,220.0,ea,Male
183.0,13.0,eh,Male
7.0,20.0,oi,Male
117.0,9.0,it,Male
117.0,9.0,it,Male
114.0,6.0,ir,Male
114.0,6.0,ir,Male
77.0,4.0,aj,Male
264.0,30.0,ar,Male
59.0,10.0,ak,Male
183.0,13.0,eh,Male
66.0,611.0,ia,Female
4.0,51.0,oa,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
131.0,401.0,Aa,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
20.0,45.0,ui,Female
66.0,611.0,ia,Female
131.0,401.0,Aa,Female
131.0,401.0,aa,Female
131.0,401.0,Aa,Female
73.0,16.0,er,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
66.0,611.0,ia,Female
131.0,401.0,Aa,Female
20.0,100.0,ii,Female
7.0,20.0,oi,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
73.0,168.0,ya,Female
73.0,168.0,ya,Female
138.0,55.0,al,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
23.0,17.0,ee,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
56.0,12.0,Au,Female
23.0,17.0,ee,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
66.0,611.0,ia,Female
56.0,12.0,Au,Female
39.0,98.0,ua,Female
131.0,401.0,aa,Female
39.0,98.0,ua,Female
73.0,168.0,ya,Female
39.0,98.0,ua,Female
39.0,98.0,ua,Female
178.0,242.0,ai,Female
39.0,98.0,ua,Female
131.0,401.0,aa,Female
73.0,168.0,ya,Female
39.0,98.0,ua,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
39.0,98.0,ua,Female
20.0,45.0,ui,Female
73.0,168.0,ya,Female
178.0,242.0,Ai,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
64.0,220.0,ea,Female
131.0,401.0,aa,Female
39.0,98.0,ua,Female
131.0,401.0,aa,Female
178.0,242.0,Ai,Female
131.0,401.0,Aa,Female
423.0,65.0,an,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
56.0,12.0,Au,Female
39.0,98.0,ua,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
20.0,45.0,ui,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
131.0,401.0,Aa,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
131.0,401.0,Aa,Female
131.0,401.0,aa,Female
178.0,242.0,Ai,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
23.0,17.0,ee,Female
66.0,611.0,ia,Female
131.0,401.0,Aa,Female
3.0,4.0,yi,Female
20.0,45.0,ui,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
64.0,220.0,ea,Female
39.0,98.0,ua,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
23.0,17.0,ee,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
73.0,168.0,ya,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
138.0,55.0,al,Female
20.0,100.0,ii,Female
15.0,6.0,iu,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
35.0,7.0,ul,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
6.0,22.0,ei,Female
131.0,401.0,aa,Female
138.0,55.0,al,Female
131.0,401.0,aa,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
56.0,12.0,au,Female
131.0,401.0,aa,Female
64.0,220.0,ea,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
131.0,401.0,aa,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
423.0,65.0,an,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
6.0,22.0,ei,Female
59.0,10.0,ak,Female
178.0,242.0,ai,Female
23.0,17.0,ee,Female
178.0,242.0,ai,Female
23.0,17.0,ee,Female
6.0,22.0,ei,Female
6.0,22.0,ei,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
73.0,168.0,ya,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
15.0,6.0,iu,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
73.0,168.0,ya,Female
20.0,100.0,ii,Female
73.0,168.0,ya,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
39.0,98.0,ua,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
64.0,220.0,Ea,Female
64.0,220.0,Ea,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
64.0,220.0,Ea,Female
64.0,220.0,Ea,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,10.0,il,Female
59.0,10.0,ak,Female
20.0,45.0,ui,Female
20.0,45.0,ui,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
39.0,98.0,ua,Female
20.0,45.0,ui,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
64.0,220.0,ea,Female
6.0,22.0,ei,Female
64.0,220.0,ea,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
423.0,65.0,an,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
20.0,100.0,ii,Female
73.0,168.0,ya,Female
66.0,611.0,ia,Female
269.0,617.0,ah,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
73.0,16.0,er,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
64.0,220.0,ea,Female
64.0,220.0,ea,Female
178.0,242.0,ai,Female
138.0,55.0,al,Female
73.0,168.0,ya,Female
73.0,168.0,ya,Female
66.0,611.0,Ia,Female
66.0,611.0,Ia,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
15.0,6.0,Iu,Female
15.0,6.0,Iu,Female
39.0,98.0,ua,Female
39.0,98.0,ua,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
20.0,45.0,ui,Female
131.0,401.0,aa,Female
66.0,611.0,Ia,Female
66.0,611.0,ia,Female
66.0,611.0,Ia,Female
113.0,36.0,am,Female
178.0,242.0,ai,Female
117.0,9.0,it,Female
66.0,611.0,Ia,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
66.0,611.0,Ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
20.0,100.0,Ii,Female
73.0,168.0,ya,Female
20.0,100.0,ii,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
20.0,100.0,ii,Female
39.0,98.0,ua,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
73.0,168.0,ya,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
39.0,98.0,ua,Female
66.0,611.0,ia,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
59.0,10.0,ak,Female
131.0,401.0,aa,Female
48.0,18.0,el,Female
66.0,10.0,il,Female
131.0,401.0,aa,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
66.0,611.0,ia,Female
20.0,45.0,ui,Female
4.0,4.0,iy,Female
7.0,20.0,oi,Female
66.0,611.0,ia,Female
4.0,51.0,oa,Female
73.0,168.0,ya,Female
178.0,242.0,ai,Female
20.0,100.0,ii,Female
7.0,20.0,oi,Female
138.0,55.0,al,Female
3.0,5.0,ol,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
23.0,17.0,ee,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
178.0,242.0,ai,Female
178.0,242.0,ai,Female
131.0,401.0,aa,Female
178.0,242.0,ai,Female
66.0,611.0,ia,Female
20.0,100.0,ii,Female
131.0,401.0,aa,Female
20.0,100.0,ii,Female
131.0,401.0,aa,Female
66.0,611.0,ia,Female
73.0,168.0,ya,Female
59.0,10.0,ak,Female
73.0,168.0,ya,Female
